电影名称,导演,主演,类型,制片国家/地区,时长,评分,评价人数
致命礼物,乔尔·埃哲顿,杰森·贝特曼&&丽贝卡·豪尔&&乔尔·埃哲顿&&大卫·丹曼&&蒂姆·格里芬&&贝茜·菲利普斯&&苏珊·梅·普拉特&&凯蒂·阿赛尔顿&&艾莉森·托尔曼&&维德尔·皮尔斯&&纳许·埃哲顿&&米拉·福尔克斯&&亚当·拉扎尔-怀特&&大卫·约瑟夫·克雷格&&博·纳普,悬疑&&惊悚,澳大利亚,108,6.7,14630
两个月亮,金东濒,朴寒星&&金知硕&&朴真珠&&罗美兰,恐怖,韩国,86,6.7,14281
哥斯拉：决战之都,静野孔文,宫野真守&&樱井孝宏&&花泽香菜&&杉田智和&&梶裕贵&&诹访部顺一&&三宅健太&&堀内贤雄&&中井和哉&&山路和弘&&山本兼平&&上田丽奈&&小泽亚李&&柳田淳一&&石谷春贵&&藤井隼&&佐佐健太&&辻井健吾&&小松奈生子&&洲崎绫&&谷口淳志&&山本满太&&山村勇人&&须崎成幸&&滨田洋平&&高桥伸也&&田岛章宽,动作&&科幻&&动画,日本,101,6.7,5456
魔法总动员,杰里米·德格鲁森,辛达·亚当斯&&乔治·巴比特&&默里·布卢&&凯思琳·布劳尔斯&&乔伊·卡门&&格兰特·乔治&&夏奈尔·格雷&&尼娜·格里约&&埃拉·鲁耶&&萨热·萨默&&道格·斯通,喜剧&&动画&&冒险,比利时,85,6.7,3358
鱼,平尾隆之,片岡未来&&谷口亜実&&佐伯まさみ&&根岸拓馬,动画&&恐怖,日本,70,6.6,17858
黄金花,陈大利,毛舜筠&&凌文龙&&吕良伟&&刘美君&&冼色丽&&余安安&&谈善言&&郑欣宜&&江欣燕&&林建明&&林兆霞,剧情,中国大陆,91,6.6,6678
哭泣的男人,李桢凡,张东健&&金敏喜&&布莱恩·泰&&金熙元&&金俊成,动作,韩国,116,6.6,6088
卫斯理传奇,泰迪·罗宾,许冠杰&&王祖贤&&泰迪·罗宾&&狄龙,动作&&科幻&&冒险,中国香港,90,6.6,3781
完美男人,金龙洙,薛景求&&赵震雄&&陈善圭&&金莎朗&&许峻豪&&朴镇宇,剧情,韩国,117,6.6,1746
黑夜吞噬世界,多米尼克·罗彻,安德斯·丹尼尔森·李&&格什菲·法拉哈尼&&德尼·拉旺&&西格丽·博阿茨兹&&大卫·卡门诺斯,恐怖,法国,93,6.5,4516
铁三角,徐克,古天乐&&任达华&&孙红雷&&林家栋&&林熙蕾&&刘兆铭,动作,中国大陆,101,6.4,22944
妻子结婚了,郑允秀,金柱赫&&孙艺珍&&朱相昱,喜剧&&爱情,韩国,119,6.4,7511
魔翡翠,王晶,刘德华&&陈百祥&&张敏&&莫少聪&&理查德·诺顿&&成奎安&&石坚,喜剧&&动作&&科幻,中国香港,95,6.3,4319
陷阱,权炯辰,马东锡&&赵汉善&&金敏京&&池安&&允珠,惊悚&&犯罪,韩国,96,6.3,2019
兄弟,赵崇基,苗侨伟&&陈奕迅&&刘德华&&黄奕&&黄日华&&方平&&汤镇业&&林家栋&&王志文&&于荣光&&金燕玲&&张兆辉,剧情&&动作,中国大陆,93,6.2,20837
恋爱中的宝贝,李少红,黄觉&&周迅&&陈坤&&廖凡&&李小冉,剧情&&爱情&&悬疑,中国,95,6.2,17635
忍者刺客,詹姆斯·麦克特格,郑智薰&&娜奥米·哈里斯&&兰德尔·杜克·金&&Yoon Sungwoong&&Kylie Goldstein,剧情&&动作&&惊悚&&犯罪,美国,99,6.2,14285
王牌大贱谍,杰伊·罗奇,麦克·梅尔斯&&伊丽莎白·赫利&&麦克尔·约克&&米密·罗杰斯&&威尔·法瑞尔,喜剧&&动作&&犯罪&&冒险,美国,94,6.2,6579
威龙猛探,詹姆斯·格利肯豪斯,成龙&&丹尼·爱罗&&Sandy Alexander&&维克多·阿诺德&&基姆·贝斯&&Irene Britto&&Jesse Cameron-Glickenhaus&&Al Cerullo&&乔宏&&Richard Clarke&&Patrick James Clarke&&Ron Dandrea&&Valerie De Pena&&Saun Ellis&&Richard Epper&&贝琦·安·贝克&&Alan Gibbs&&李赛凤&&乔·马鲁佐&&Ron Parady&&约翰·斯宾塞&&迈克·斯塔尔&&Big John Studd&&比尔·华莱士&&特雷·威尔逊&&冯克安&&詹姆斯·格利肯豪斯&&约翰·拉达尔斯基&&李海生&&麦德罗&&沈威&&保罗·L·史密斯&&杨群&&叶倩文,剧情&&动作&&犯罪,中国香港,91,6.2,3542
超级青春期,杰森·奥利,格里芬·格鲁克&&西德妮·斯威尼&&乔恩·克莱尔&&皮特·戴维森&&机关枪凯利&&托马斯·巴布萨卡&&乌娜·劳伦斯&&布丽尔·巴尔布斯卡&&埃斯特班·贝尼托&&朱莉娅·穆尼&&艾登·亚瑟&&乔恩·弗雷达&&拉斐尔·普里埃&&Emily Arlook&&Michael Devine&&Liz Cameron&&Brett Puglisi&&Patricia A. Meck,喜剧,美国,90,6.2,517
极地大冒险2,卡里·尤索宁,卡里·希耶塔拉赫蒂&&沃科·霍瓦塔&&尤哈·韦约宁&&埃里克·卡尔森&&艾丽娜·克尼赫蒂莱&&艾伦·凯伦&&卡里·凯托宁&&里库·涅米宁&&里斯托·卡斯基拉赫蒂&&尤卡·拉西拉&&亚科·萨里洛马&&佩尔蒂·科伊武拉&&尤哈娜·瓦伊蒂宁&&米卡·阿拉-帕努拉&&米克·基维宁,剧情&&喜剧&&动画&&冒险,芬兰,77,6.0,19120
维京：王者之战,安德列·克拉夫丘克,丹尼拉·科兹洛夫斯基&&斯维特拉纳·库德钦科娃&&马克西姆·苏卡诺夫&&伊戈尔·别特连科&&亚历山德拉·伯蒂奇&&亚历山大·奥斯特犹科夫&&安东·阿达辛斯基&&亚历山大·阿默&&罗斯蒂斯拉夫·贝谢尔&&皮埃尔·布雷尔&&维伦·巴比切夫&&弗拉迪米尔·布滕科&&谢尔盖·切尔丹采夫&&帕维·德朗柯&&阿列克谢·杰米多夫&&约翰·德桑蒂斯&&弗拉基米尔·叶皮凡采夫&&柏拉图·加米涅夫&&乔金·奈特奎斯特&&基里尔·普雷特涅夫&&哈拉尔德·罗森斯特罗姆&&安德烈·斯莫利亚科夫&&伊琳娜·杰米德金娜,剧情&&动作&&历史,俄罗斯,133,5.9,6500
黑衣女人,詹姆斯·瓦特金斯,丹尼尔·雷德克里夫&&塞伦·希德&&珍妮·麦克蒂尔&&玛丽·萧克莱 &&露西·梅耶·巴克,剧情&&惊悚&&恐怖,英国,95,5.8,17418
失落的大陆,布拉德·塞伯宁,威尔·法瑞尔&&安娜·弗莱尔&&乔玛·塔科内&&John Boylan,喜剧&&科幻&&惊悚&&冒险,美国,102,5.7,6741
诺比特,布莱恩·罗宾斯,艾迪·墨菲&&坦迪·牛顿&&泰瑞·克鲁斯&&克里夫顿·鲍威尔&&莱斯特·斯派特&&小库珀·古丁&&艾迪·格里芬&&卡特·威廉姆斯,喜剧&&爱情,美国,103,5.7,4844
倔强萝卜,田蒙,黄渤&&黄奕&&杜海涛&&马书良&&黄小蕾&&张殿菲&&韩志&&邓紫飞,喜剧&&犯罪,中国大陆,92,5.4,33572
再见路星河,袁菲,王栎鑫&&张鑫&&李澈&&左立&&谭松韵&&余芷慧&&丁溪鹤,剧情&&爱情&&音乐,中国大陆,95,5.4,3513
大逃杀2：镇魂歌,深作健太,藤原龙也&&前田爱&&忍成修吾&&酒井彩名&&末永遥&&石垣佑磨&&神户美雪&&黄川田将也&&真木阳子&&伊藤友树&&加藤夏希&&前田亚季&&竹内力&&Aja&&青木崇高&&千叶真一&&浜田麻希&&长谷部瞳&&伊藤裕彰&&岩村爱子&&胜地凉&&桂亚沙美&&菊地美香&&北野武&&三田佳子&&森本裕子&&村田充&&Kayo Nayuki&&西川祐也&&仁科贵&&大叶健二&&柳泽奈奈&&坂本真&&柴木丈瑠&&谷口节&&丰永利行&&加藤昌彦&&和田聪宏&&山村美智子&&柳泽贵彦,剧情&&动作&&惊悚,日本,134,5.3,28618
24小时：末路重生,布莱恩·斯莫兹,伊桑·霍克&&许晴&&保罗·安德森&&鲁特格尔·哈尔&&利亚姆·坎宁安&&娜塔莉·博尔特&&坦娅·范·格拉恩&&哈基姆·凯-卡西姆&&珍娜·厄普顿&&艾丹·怀托克&&蒂龙·基奥&&杰瑞米·杨&&苏珊·玲·杨&&理查德·洛锡安&&比约恩·施泰因巴赫&&布兰登·默雷&&安德鲁·莫尔加多&&杰森·梅德&&加里·格鲁森&&亚历克斯·安洛斯&&谢恩·约翰·克鲁格,动作&&科幻&&惊悚&&犯罪,美国,93,5.1,6627
钢铁苍穹2：即临种族,提莫·沃伦索拉,拉腊·罗西&&弗拉基米尔·布尔拉科夫&&基特·戴尔&&茱莉亚·迭泽&&斯黛芬妮·保罗&&汤姆·格林&&乌多·基尔&&约翰·夫兰达斯&&詹姆斯·奎因&&艾米丽·阿塔克&&马丁·斯威比&&卡里·凯托宁&&唐汉平&&安娜贝尔·洛佩斯&&安德鲁·莫尔加多&&达兰·穆森&&提莫·沃伦索拉,喜剧&&动作&&科幻,芬兰,92,5.1,4851
道高一丈,姜凯阳,聂远&&谭凯&&徐露&&于明加&&曲高位&&张陆&&程煜&&宋春丽&&刘小宁&&石兆琪&&董博睿&&彭凌&&刘泳希&&王志刚&&史光辉&&袁满,剧情&&悬疑&&犯罪,中国大陆,96,4.9,7615
我的灵魂是爱做的,陈敏郎,邱志宇&&张晋豪&&何子华&&张诗盈&&薛士凌,剧情&&爱情&&同性,中国台湾,92,4.9,1078
寻找罗麦,王超,韩庚&&杰瑞米·埃尔卡伊姆&&菅纫姿&&阿丽斯·德·朗克桑&&海伦·文森特&&雷诺·科恩&&胡瑞杰&&安迪·吉雷&&邓紫衣&&罗阜艺&&朱宏奇,剧情&&爱情,中国大陆,83,4.4,5732
绝命47小时,帕特里克·约翰森,亚历山德里娅·德伯里&&艾莉·玛丽·埃文斯&&汤姆·普罗克特&&Amanda Marie Wilkinson&&布赖恩·马西&&Annie Hamilton&&Natalie Dickinson&&卢克·谢尔顿 Luke Shelton&&Julia Lashae&&Zach Rose,惊悚,加拿大,91,4.2,380
陷阱之中,AlessioLiguori,大卫·拜利&&罗伯特·奈尔恩&&宝拉·波腾皮&&Sonya Cullingford&&Delena Kidd&&Jamie Paul&&Jude Forsey&&Miriam Galanti&&Amelia Clay&&Leila Gauntlett,惊悚&&恐怖,意大利,90,4.2,67
笔仙惊魂3,关尔,余心恬&&郭艳&&郭鑫&&郎鹏&&付曼&&薛斐&&吴云飞&&嘉熙&&卡卡&&郑惠馨,悬疑&&惊悚&&恐怖,中国大陆,93,3.3,4426
拳皇,陈嘉上,李美琪&&肖恩·法瑞斯&&雷·帕克&&叶芳华&&李威尹&&神奈川宏幸&&莫妮卡·甘德顿&&廖碧儿&&大卫·雷奇,动作&&科幻&&冒险,日本,93,3.1,8181
抢红,黎明,张涵予&&黎明&&王耀庆&&杜鹃&&南伏龙&&黄尚禾&&吉丽&&苍井空,动作&&犯罪,中国大陆,90,3.1,6432
黄子华栋笃笑之金盆𠺘口,黄子华,黄子华,喜剧,中国香港,160,9.5,1559
攻壳机动队SAC,神山健治,田中敦子&&阪脩&&大塚明夫&&山寺宏一&&仲野裕&&大川透&&小野冢贵志&&山口太郎&&玉川纱己子,动画,日本,162,9.3,4019
世上最快的印第安摩托,罗杰·唐纳森,安东尼·霍普金斯&&Iain Rea&&Tessa Mitchell&&Craig Hall&&艾伦·墨菲,剧情&&传记&&运动,新西兰,127,8.9,7660
笼民,张之亮,黄家驹&&乔宏&&廖启智&&陈国新&&泰迪·罗宾&&李名炀&&刘洵&&刘以达&&邱礼涛&&罗利期&&谷峰&&胡枫,剧情,中国香港,145,8.9,6127
神秘博士：逃跑新娘,尤洛斯·林,大卫·田纳特&&凯瑟琳·塔特&&莎拉·帕里什&&Don Gilet&&Howard Attfield,剧情&&喜剧&&科幻&&奇幻&&冒险,英国,60,8.9,5364
别了武器,角木肇,二又一成&&檀臣幸&&牛山茂&&大塚明夫&&置鲇龙太郎&&森田修平,科幻&&战争,日本,23,8.7,3723
街角的商店,恩斯特·刘别谦,玛格里特·苏利文&&詹姆斯·斯图尔特&&弗兰克·摩根&&约瑟夫·斯柴德克劳特&&萨拉·黑登,剧情&&喜剧&&爱情,美国,99,8.7,7013
空之境界,近藤光,坂本真绫&&铃村健一,动画,日本,33,8.5,9145
在西伯利亚森林中,萨菲·奈布,拉斐尔·佩尔索纳&&Evgeniy Sidikhin,冒险,法国,105,8.5,2174
周围的事,桥口亮辅,木村多江&&中川雅也&&倍赏美津子&&寺岛进&&安藤玉惠&&加濑亮,剧情&&家庭,日本,140,8.4,9759
哆啦A梦：大雄的宇宙小战争,芝山努,大山信代&&小原乃梨子&&野村道子&&立壁和也&&肝付兼太&&潘惠子&&三矢雄二&&八名信夫&&屋良有作,科幻&&动画&&冒险,日本,98,8.4,3232
欢乐时光,滨口龙介,田中幸惠&&菊池叶月&&三原麻衣子&&川村莉拉&&申芳夫&&三浦博之&&謝花喜天&&柴田修平&&出村弘美&&坂庄基&&久貝亜美&&田辺泰信&&渋谷采郁&&福永祥子&&伊藤勇一郎&&殿井歩&&椎橋怜奈,剧情,日本,317,8.4,2962
与墨索里尼喝茶,佛朗哥·泽菲雷里,雪儿&&朱迪·丹奇&&琼·普莱怀特&&玛吉·史密斯&&莉莉·汤姆林&&贝尔德·华莱士,剧情&&喜剧&&战争,意大利,117,8.5,2043
复仇在我,今村昌平,绪形拳&&三国连太郎&&日向铃子&&倍赏美津子&&根岸季衣&&小川真由美&&清川虹子&&绘泽萠子&&白川和子&&殿山泰司&&弗兰克堺&&平田昭彦&&辻万长&&北村和夫&&火野正平&&河原崎长一郎&&菅井琴&&石堂淑朗&&加藤嘉&&梅津荣&&中村美代子&&桂玉木&&铃木正幸&&西尾麻里&&大方斐纱子,剧情&&犯罪,日本,140,8.3,5751
罗马风情画,费德里科·费里尼,彼得·冈萨雷斯·法尔孔&&Fiona Florence&&Britta Barnes&&Pia De Doses&&Marne Maitland&&Renato Giovannoli&&伊莉莎·马邑纳德蒂&&Stefano Mayore&&Galliano Sbarra&&安娜·马尼亚尼&&Ginette Marcelle Bron&&戈尔·维达尔&&Marie Párová&&Alfredo Adami&&Sbarra Adami&&Aristide Caporale&&小费奥多尔·恰利亚平&&丹尼斯·克里斯托弗&&弗兰科·奇蒂&&Dante Cleri&&Mario Del Vago&&约翰·P·杜拉尼&&费德里科·费里尼&&Donatella Gambini&&埃莉奥诺拉∙吉奥尔吉&&洛雷达娜·马丁内斯&&马塞洛·马斯楚安尼&&查克·麦卡恩&&阿达尔贝托·马里亚·梅利&&Paola Natale&&卡珊德拉·彼得逊&&米莫·波利&&阿尔贝托·索尔迪&&尼诺·戴罗佐&&阿尔瓦罗·维塔利&&Renato Zero,剧情&&喜剧,意大利,120,8.3,3396
历史系男生,尼古拉斯·希特纳,塞缪尔·安德森&&詹姆斯·柯登&&斯蒂芬·坎贝尔·莫尔&&理查德·格雷弗斯&&弗朗西斯·德·拉·图瓦&&安德鲁·诺&&拉塞尔·托维&&杰米·帕克&&多米尼克·库珀&&塞缪尔·巴奈特&&萨沙·达万&&克里夫·梅利森&&佩内洛普·威尔顿&&阿德里安·斯卡伯勒&&乔治娅·泰勒&&帕特里克·戈弗雷,剧情&&喜剧&&同性,英国,109,8.1,18864
瞧这一家子,王好为,陈强&&黄玲&&陈佩斯&&张金铃&&汪用桓&&方舒&&刘晓庆,剧情,中国大陆,98,8.1,7543
曼哈顿谋杀疑案,伍迪·艾伦,伍迪·艾伦&&黛安·基顿&&杰里·阿德勒&&林恩·科恩&&朗·瑞弗金&&阿伦·阿尔达,喜剧&&悬疑,美国,104,8.1,5072
巨蟒与圣杯,特瑞·吉列姆,格雷厄姆·查普曼&&约翰·克立斯&&艾瑞克·爱都&&特瑞·吉列姆&&特瑞·琼斯&&麦克·帕林&&康妮·布斯&&卡萝尔·克力夫兰&&尼尔·尹艾斯&&比·达夫尔&&John Young&&Rita Davies&&Avril Stewart&&莎莉·金霍恩&&Mark Zycon&&桑迪·约翰逊&&Joni Flynn&&伊恩·班克斯&&玛格丽塔·道尔&&Charles Knode&&Roy Forge Smith&&Maggie Weston,喜剧&&奇幻&&冒险,英国,91,7.9,16033
国家代表,金容华,河正宇&&金东旭&&金知硕&&李恩承&&李在应&&崔在焕&&成东日,剧情&&运动,韩国,137,7.9,6945
绝恋,迈克尔·温特伯顿,克里斯托弗·埃克莱斯顿&&凯特·温丝莱特&&利亚姆·坎宁安&&瑞切尔·格里菲斯&&琼恩·维特费尔德&&大卫·田纳特,剧情&&爱情,英国,123,7.9,4474
绅士爱美人,霍华德·霍克斯,简·拉塞尔&&玛丽莲·梦露&&查尔斯·科本&&埃利奥特·里德&&托米·努南,剧情&&喜剧&&爱情&&歌舞,美国,91,7.8,4620
K,铃木信吾,浪川大辅&&小野大辅&&小松未可子&&杉田智和&&堀江由衣&&兴津和幸&&森田成一&&下野纮&&津田健次郎&&梶裕贵&&樱井孝宏&&福山润&&中村悠一&&泽城美雪&&宫野真守&&速水奖&&佐藤聪美&&名塚佳织&&浅沼晋太郎&&柳田淳一&&饭塚昭三&&村田知沙,动作&&科幻&&动画&&战争,日本,73,7.8,3821
制造伍德斯托克音乐节,李安,迪米特利·马丁&&艾美达·斯丹顿&&亨利·古德曼&&列维·施瑞博尔&&丹·福勒&&尤金·列维&&杰弗里·迪恩·摩根&&乔纳森·格罗夫&&麦米·古默&&埃米尔·赫斯基&&爱德华·希伯特&&凯文·张伯伦&&王李&&安索拉·凯特斯玛蒂迪斯&&克拉克·米德尔顿&&贝蒂·亨里策&&桑德拉·詹姆斯&&克里斯蒂娜·科克&&盖尔·马汀诺&&亚当·勒费弗&&安迪·普罗斯基&&加伯里艾尔·圣迪&&史蒂芬·坤肯&&亚当·佩里&&凯文·苏斯曼&&皮帕·皮尔特里&&斯盖拉·阿斯丁&&丹尼尔·艾瑞克·高德&&路易莎·克劳瑟&&尼克·泰勒&&凯瑟琳·沃特斯顿&&杰里米·萨默斯&&达伦·佩蒂&&波利斯·麦戈法&&凯特琳·菲茨杰拉德&&大卫·威尔逊·巴恩斯&&唐·普利西&&保罗·达诺&&凯丽·加纳,剧情&&喜剧&&音乐,美国,120,7.7,21681
夺命枪火,韦恩·克雷默,保罗·沃克&&卡梅隆·布莱特&&维拉·法米加&&查兹·帕尔明特瑞&&卡瑞尔·罗登&&约翰尼·梅辛纳&&伊万娜·米利塞维奇&&艾历克斯·纽伯格&&迈克尔·库立兹&&布鲁斯·奥尔特曼&&伊丽莎白·米切尔&&阿瑟·J·纳斯加勒拉&&约翰·诺贝尔&&伊达莉丝·德莱昂&&大卫·沃肖夫斯基,剧情&&动作&&惊悚&&犯罪,美国,122,7.7,17917
红海龟,迈克尔·度德威特,,动画&&奇幻,法国,80,7.7,7577
影像之书,让-吕克·戈达尔,让-吕克·戈达尔,剧情,瑞士,85,7.7,2566
闪亮的日子,C·杰·寇科斯,史蒂夫·山德沃斯&&韦斯·拉姆齐&&Rebekah Johnson&&埃博·本森&&卡里·佩顿&&杰奎琳·比塞特&&约瑟夫·高登-莱维特&&罗布·麦克尔亨尼&&戴夫·博沃&&埃里克·帕拉迪诺&&玛丽·凯·普莱斯&&吉姆·奥特莱比&&特里·辛普森&&布瑞恩韦德&&杰森-沙恩·斯科特&&Stefano Pujals&&格雷戈瑞·凯利&&Allan Shadoan&&Wayne Webb&&Daryl Burq Pearson,剧情&&喜剧&&爱情&&同性,美国,107,7.6,11174
隐藏摄像机,迈克尔·哈内克,丹尼尔·奥特伊&&朱丽叶·比诺什&&Maurice Bénichou&&安妮·吉拉尔多,剧情&&悬疑&&惊悚,法国,117,7.6,9601
房客,阿尔弗雷德·希区柯克,艾弗·诺韦洛&&琼·特里普&&玛丽·奥尔特&&阿瑟·切斯尼&&马尔科姆·基恩&&雷金纳德·加德纳&&阿尔弗雷德·希区柯克&&艾玛·雷维尔&&Daisy Campbell&&Maudie Dunham&&Eve Gray,剧情&&悬疑&&犯罪,英国,92,7.6,2708
最后一站,迈克尔·霍夫曼,詹姆斯·麦卡沃伊&&海伦·米伦&&克里斯托弗·普卢默&&安-玛莉·杜芙&&保罗·吉亚玛提&&凯瑞·康顿&&帕特里克·肯尼迪,剧情&&爱情&&传记,英国,112,7.5,12848
新女友,弗朗索瓦·欧容,罗曼·杜里斯&&阿娜伊斯·德穆斯蒂埃&&拉斐尔·佩尔索纳&&伊希尔·勒·贝斯柯&&奥萝尔·克莱芒&&让-克劳德·古卢姆伯格&&Bruno Pérard&&Claudine Chatel,剧情&&悬疑&&同性,法国,107,7.5,14054
顺流逆流,徐克,谢霆锋&&伍佰&&卢巧音&&徐子淇&&黄秋生&&恭硕良&&Arsenio Bhoy Agpoon&&Albert&&Tsu Chun Bon&&Angelo Carmones&&William Chan&&Hung On Cheung&&Charles Fok&&高捷&&Kenji&&黄定邦&&谷垣健治&&徐克,剧情&&动作&&惊悚&&犯罪,中国香港,113,7.5,11675
双面情人,彼得·休伊特,格温妮斯·帕特洛&&约翰·汉纳&&约翰·林奇&&珍妮·特里普里霍恩&&Zara Turner,剧情&&喜剧&&爱情,英国,99,7.5,11114
平原游击队,苏里,郭振清&&张莹&&杜德夫&&王恩启&&方化&&徐连凯,剧情&&战争,中国大陆,90,7.5,5987
烈火青春,谭家明,张国荣&&夏文汐&&汤镇业&&叶童&&翁世杰,剧情&&爱情&&惊悚,中国香港,96,7.5,5541
哥斯拉,本多猪四郎,宝田明&&河内桃子&&平田昭彦&&志村乔&&堺左千夫,剧情&&科幻&&恐怖,日本,96,7.5,3198
活死人之夜,乔治·A·罗梅罗,杜安·琼斯&&朱迪丝·奥迪娅&&卡尔·哈德曼&&Marilyn Eastman&&基思·韦恩&&Judith Ridley&&凯拉·舍恩,悬疑&&恐怖,美国,96,7.4,6774
法外情,吴思远,刘德华&&叶德娴&&秦沛&&刘兆铭&&蓝洁瑛,犯罪,中国香港,102,7.4,5509
特务风云,罗伯特·德尼罗,马特·达蒙&&安吉丽娜·朱莉&&亚历克·鲍德温&&坦米·布兰查德&&比利·克鲁德普&&罗伯特·德尼罗&&凯尔·杜拉&&迈克尔·刚本&&马蒂娜·格德克&&威廉·赫特&&蒂莫西·赫顿&&马克·伊瓦涅&&盖布瑞·马赫特&&李·佩斯&&乔·佩西&&埃迪·雷德梅恩,剧情&&惊悚,美国,167,7.3,12004
红河,章家瑞,张静初&&张家辉&&李丽珍&&李修贤,剧情&&爱情,中国大陆,103,7.2,20715
父子老爷车,刘国权,陈强&&陈佩斯&&郝岩&&王滨,喜剧,中国大陆,84,7.2,8269
星际之门,罗兰·艾默里奇,詹姆斯·斯派德&&库尔特·拉塞尔&&艾利希斯·克鲁兹&&韦薇卡·琳德佛斯&&杰曼·翰苏&&艾瑞克·阿瓦利&&杰伊·戴维森&&米莉·阿威塔尔,动作&&科幻&&奇幻&&冒险,法国,121,7.2,10826
群龙夺宝,袁振洋,刘德华&&关之琳&&林忆莲&&泰迪·罗宾&&徐少强&&午马&&钱嘉乐&&叶荣祖&&谢宁&&元奎&&袁和平&&曹达华&&成奎安&&王玉环,剧情&&动作,中国香港,85,7.2,4441
伴我闯天涯,林岭东,周润发&&钟楚红&&张耀扬&&秦沛&&谷峰&&刘江&&黄光亮&&吴志雄&&金燕玲&&尹扬明,剧情&&动作&&爱情&&惊悚,中国香港,98,7.2,2851
非凡,马修·卢泰勒,马克·韦伯&&露西·格里菲思&&大卫·克莱顿·罗杰斯&&雷恩·威尔森,剧情&&科幻&&惊悚,美国,91,7.2,2572
星际旅行7：斗转星移,DavidCarson,帕特里克·斯图尔特&&乔纳森·弗雷克斯&&布伦特·斯皮内&&莱瓦尔·伯顿&&盖茨·麦克法登&&威廉·夏特纳,动作&&科幻&&悬疑&&惊悚,美国,118,7.1,5223
马格瑞姆的神奇玩具店,扎克·海尔姆,娜塔莉·波特曼&&达斯汀·霍夫曼&&泰德·路德齐克&&扎奇·米尔斯&&迈克·瑞巴&&史蒂夫·惠特迈尔&&杰森·贝特曼,喜剧&&家庭&&奇幻,美国,93,7.0,14322
潜伏者,布拉德·福尔曼,布莱恩·科兰斯顿&&黛安·克鲁格&&本杰明·布拉特&&埃伦娜·安纳亚&&鲁本·奥查迪亚诺&&马克·霍尔登&&米切尔·马伦&&宾利·卡鲁,剧情&&传记&&犯罪,英国,127,7.0,8750
赤脚小子,杜琪峰,郭富城&&张曼玉&&狄龙&&吴倩莲&&张兆辉&&秦沛&&曾江,剧情&&动作&&武侠&&古装,中国香港,83,7.0,5028
驱魔童,赵中兴,林小楼&&顾宝明&&尤美芳,奇幻&&冒险&&古装,中国台湾,,7.0,709
我为玛丽狂,博比·法雷里,卡梅隆·迪亚兹&&马特·狄龙&&本·斯蒂勒&&李·伊万斯&&克里斯·艾略特&&林·沙烨&&杰弗里·塔伯&&玛基·珀斯特&&凯斯·大卫&&W·厄尔·布朗&&威利·加森,喜剧&&爱情,美国,119,6.9,19271
