英文名,movie_id,电影名称,贴图,导演,编剧,主演,类型,制片国家/地区,语言,上映日期,又名,IMDb链接,片长,年份,评分,评价人数,短评数,影评数,简介,链接
Captain America: Civil War,25820460,美国队长3 Captain America: Civil War,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2332503406.webp,安东尼·罗素,克里斯托弗·马库斯 / 斯蒂芬·麦克菲利 / 杰克·科比 / 乔·西蒙,克里斯·埃文斯 / 小罗伯特·唐尼 / 斯嘉丽·约翰逊 / 塞巴斯蒂安·斯坦 / 安东尼·麦凯 / 唐·钱德尔 / 杰瑞米·雷纳 / 查德维克·博斯曼 / 保罗·贝坦尼 / 伊丽莎白·奥尔森 / 保罗·路德 / 艾米丽·万凯普 / 汤姆·赫兰德 / 丹尼尔·布鲁尔 / 弗兰克·格里罗 / 威廉·赫特 / 马丁·弗瑞曼 / 霍普·戴维斯 / 玛丽莎·托梅 / 吉姆·拉什 / 金世佳,动作 / 科幻 / 冒险,美国, 科萨语 / 英语 / 德语 / 俄语 / 罗马尼亚语,2016-05-06(中国大陆/美国) / 2016-04-12(加州首映), 美国队长3：内战 / 美国队长3：英雄内战(港/台) / 美队3 / Captain America 3,https://www.imdb.com/title/tt3498820,148分钟(中国大陆),2016,7.9,388579,89756,1846,　　美国队长史蒂夫·罗杰斯（克里斯·埃文斯ChrisEvans饰）带领着全新组建的复仇者联盟，继续维护世界和平。然而，一次执行任务时联盟成员不小心造成大量平民伤亡，从而激发政治压力，政府决定通过一套监管系统来管理和领导复仇者联盟。联盟内部因此分裂为两派：一方由史蒂夫·罗杰斯领导，他主张维护成员自由，在免受政府干扰的情况下保护世界；另一方则追随托尼·斯塔克（小罗伯特·唐尼RobertDowneyJr.饰），他令人意外地决定支持政府的监管和责任制体系。神秘莫测的巴基（塞巴斯蒂安·斯坦SebastianStan饰）似乎成为内战的关键人物……,https://movie.douban.com/subject/25820460/
Captain America: Civil War,6390823,美国队长2 Captain America: The Winter Soldier,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2174824694.webp,安东尼·罗素,克里斯托弗·马库斯 / 斯蒂芬·麦克菲利,克里斯·埃文斯 / 斯嘉丽·约翰逊 / 塞巴斯蒂安·斯坦 / 安东尼·麦凯 / 海莉·阿特维尔 / 艾米丽·万凯普 / 罗伯特·雷德福 / 塞缪尔·杰克逊 / 寇碧·史莫德斯 / 卡兰·马尔韦 / 弗兰克·格里罗 / 斯坦·李 / 托比·琼斯 / 珍妮·艾加特 / 乔治·圣皮埃尔 / 盖瑞·山德林 / 阿兰·戴尔 / 黄经汉 / 阿德托库姆布斯·麦克马克 / 多米尼克·瑞恩斯,动作 / 科幻 / 冒险,美国, 英语 / 法语,2014-04-04(美国/中国大陆) / 2014-03-13(加州首映), 美队2 / 美国队长2：冬日战士 / 美国队长2：酷寒战士(台) / 美国队长2：寒冬战士 / 美国队长：冬兵 / Captain America 2,https://www.imdb.com/title/tt1843866,136分钟,2014,8.0,369990,71660,538,　　渐渐习惯了现代生活的美国队长史蒂夫·罗杰斯（克里斯·埃文斯ChrisEvans饰），在一次行动后隐隐嗅到神盾局内部所弥漫出来的凶险气味。而当得知神盾局正秘密进行的“洞察计划”后，他更为此感到愤怒。某天，神盾局指挥官尼克-法瑞（塞缪尔·杰克逊SamuelL.Jackson饰）遭到一群武装分子袭击，他拼尽全力将一支U盘交到美国队长手中，这里面藏着该局二战以来最重要且最可怕的秘密。在此之后，美国队长因涉嫌杀害尼克而遭到前局长亚历山大·皮尔斯（罗伯特·雷德福/RobertRedford饰）的通缉和追杀，逃亡中他得到黑寡妇（斯嘉丽·约翰逊ScarlettJohansson饰）和退伍老兵“猎鹰”（安东尼·麦凯AnthonyMackie饰）的帮助。　　他们必须争分夺秒解开神盾局的秘密，阻止“洞察计划”的施行……,https://movie.douban.com/subject/6390823/
Captain America: Civil War,30341209,美国队长：内战之路 Captain America: The Road to Civil War,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2557066372.webp,乔·罗素,,乔·罗素 / 安东尼·罗素 / 克里斯·埃文斯 / 凯文·费奇,纪录片,美国, 英语,2016-09-13(美国),,https://www.imdb.com/title/tt6073590,4分钟,2016,8.1,101,15,0,　　AmoredetailedlookatCap'sroleinthefractureandChrisEvans'performanceoftheiconicAvenger.,https://movie.douban.com/subject/30341209/
Captain America: Civil War,2138838,美国队长 Captain America: The First Avenger,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1075448129.webp,乔·庄斯顿,克里斯托弗·马库斯 / 斯蒂芬·麦克菲利 / 乔·西蒙 / 杰克·科比,克里斯·埃文斯 / 海莉·阿特维尔 / 塞巴斯蒂安·斯坦 / 汤米·李·琼斯 / 雨果·维文 / 多米尼克·库珀 / 理查德·阿米蒂奇 / 斯坦利·图齐 / 塞缪尔·杰克逊 / 托比·琼斯 / 尼尔·麦克唐纳 / 德里克·卢克 / 肯尼斯·崔 / 约翰·约瑟夫·菲尔德 / 娜塔莉·多默尔,动作 / 科幻 / 冒险,美国, 英语 / 挪威语 / 法语,2011-09-09(中国大陆) / 2011-07-19(加州首映) / 2011-07-22(美国), 复仇者先锋,https://www.imdb.com/title/tt0458339,124分钟(美国),2011,7.0,295773,51860,425,　　上世纪40年代，纳粹及其邪恶轴心的战火烧遍世界各个角落。居住在布鲁克林的小个子史蒂夫·罗格斯（克里斯·埃文斯ChrisEvans饰）心系国家，一心上阵杀敌，可是糟糕的体格让他始终被征兵办拒之门外。偶然的机会，在德籍科学家厄斯金博士（StanleyTucci饰）的帮助下，这个小个子男孩得以走入兵营，并接受了博士的试验，化身成为高大健壮、膂力过人的超级战士。与此同时，德国纳粹红骷髅部队的首领约翰·施密特（雨果·维文HugoWeaving饰）依靠超自然的力量建立起一支超级战队，企图称霸全世界。　　为了营救好友，史蒂夫以美国队长的形象闯入施密特的军营，正邪两大超级战士的战斗就此展开……,https://movie.douban.com/subject/2138838/
Captain America: Civil War,30341203,"团结即胜利，分裂即失败：美国队长3幕后制作 United We Stand, Divided We Fall: The Making of 'Captain America: Civil War'",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2557071272.webp,凯文·费奇,,凯文·费奇 / 克里斯·埃文斯 / 乔·罗素 / 安东尼·罗素 / 小罗伯特·唐尼,纪录片,美国, 英语,2016-09-13(美国),,https://www.imdb.com/title/tt6073552,46分钟,2016,,,3,0,"　　Atwopartfeature.Part1(22:25)featurescastandcrewlookingbackatthestory'scomicbookoriginsanddiscussingthestory'sthematicdepthandrelevance,thelargeassortmentofcharactersfeaturedinthefilm,thedirectors'contributions,thecasts'abilitiestoperformcomplexstuntwork,makingvariousscenes,characterrelationshipsanddevelopmentinthefilm,sho...(展开全部)",https://movie.douban.com/subject/30341203/
Captain America: Civil War,5967023,西班牙内战 The Spanish Civil War,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2529119035.webp,NealAscherson,弗兰克·芬莱 / Enrique Lister / Ramón Serrano Súñer / Narcís Julián / Alvaro Delgado / Manuel Vazquez Guillen / Felix Moreno de la Cova / Pilar Primo de Rivera / Asuncion Martinez / Justino de Azcárate / Eduardo de Guzmán / Timoteo Ruiz / Juan Crespo / Emilio Bernuz / Eduardo Pons Prades / Dolores Ibárruri,弗兰克·芬莱 / Enrique Lister / Ramón Serrano Súñer / Narcís Julián / Alvaro Delgado / Manuel Vazquez Guillen / Felix Moreno de la Cova / Pilar Primo de Rivera / Asuncion Martinez / Justino de Azcárate / Eduardo de Guzmán / Timoteo Ruiz / Juan Crespo / Emilio Bernuz / Eduardo Pons Prades / Dolores Ibárruri,纪录片 / 历史 / 战争,英国, 英语 / 西班牙语,,,https://www.imdb.com/title/tt1718608,315 min（共6集，每集52分钟）,1983,9.3,65,25,1,"　　DocumentaryserieswhichusesfilmandeyewitnessaccountsfrombothsidesoftheconflictthatdividedSpainintheyearsleadinguptoWorldWarTwo,alsoplacingitinitsinternationalcontext.",https://movie.douban.com/subject/5967023/
Captain America: Civil War,3925072,美国队长 Captain America,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2494230675.webp,阿尔伯特·派恩,乔·西蒙 / 杰克·科比,马特·塞林格 / 罗尼·考克斯 / 尼德·巴蒂 / 达伦·麦克加文,动作 / 科幻,美国, 英语,1990, 美国上尉,https://www.imdb.com/title/tt0103923,97 分钟,1990,7.1,2649,324,6,　　在第二次世界大战期间，一个勇敢的爱国的美国士兵在做实验，成为一名新的超级战士，“美国队长”。为了破坏纳粹坏蛋“红骷髅”的火箭，美国队长直到20世纪90年代才被冻结。他重新觉醒，发现红骷髅已经改变了身份，现在正计划绑架美国总统。,https://movie.douban.com/subject/3925072/
Captain America: Civil War,30341208,钢铁侠：内战之路 Iron Man: The Road to Civil War,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2541364627.webp,凯文·费奇,,凯文·费奇 / 小罗伯特·唐尼,纪录片,美国, 英语,2016-09-13(美国),,https://www.imdb.com/title/tt6073592,4分钟,2016,8.5,183,14,0,"　　AcloserlookatTonyStark,whatinfluencedhimtotakehispositioninthisfilm,andhisrelationshipwithCaptainAmerica.",https://movie.douban.com/subject/30341208/
Captain America: Civil War,25942186,钢铁侠与美国队长：英雄集结 Iron Man & Captain America: Heroes United,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2193490904.webp,LeoRiley,布兰登·奥曼 / 亨利·吉尔罗伊,亚德里安·帕斯达 / 罗杰·克莱格·史密斯 / 弗雷德·塔特西奥 / 大卫·卡耶 / 克兰西·布朗 / 连姆·奥布赖恩 / 罗宾·阿特金·唐斯 / 迪·布拉雷·贝克尔,动作 / 科幻 / 动画,美国, 英语,2014-07-19(美国),,https://www.imdb.com/title/tt3911200,71分钟,2014,6.5,1799,443,3,　　在一个本应平和的日子里，美国队长（罗杰·克莱格·史密斯RogerCraigSmith配音）和钢铁侠（AdrianPasdar配音）两个好友彼此角力，互不服输，但彼此的友情也在这一过程中得到见证。另一方面，野心勃勃的红骷髅（LiamO'Brien配音）绝不甘心此前的败绩，他雇来掌握了复仇者联盟超级英雄们全部技能的模仿大师（ClancyBrown配音），发誓要彻底摧毁美国队长和钢铁侠这两个难缠的对手。按照之前的计划，一队九头蛇士兵入侵斯塔克的飞船，盗走了威力强大的斥力加农炮；与此同时，美国队长遭遇模仿大师，最终成为对方的俘虏，面临着被红骷髅转化的厄运。　　在红骷髅的阴谋驱使下，一对昔日好友成为了正邪死敌……,https://movie.douban.com/subject/25942186/
Rogue One: A Star Wars Story,25894431,星球大战外传：侠盗一号 Rogue One: A Star Wars Story,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2403049086.webp,加里斯·爱德华斯,克里斯·韦兹 / 托尼·吉尔罗伊 / 约翰·诺尔 / 加里·维塔 / 乔治·卢卡斯,菲丽希缇·琼斯 / 迭戈·卢纳 / 甄子丹 / 本·门德尔森 / 麦斯·米科尔森 / 艾伦·图代克 / 福里斯特·惠特克 / 姜文 / 里兹·阿迈德 / 乔纳森·阿里斯 / 尤妮斯·奥卢米德 / 克莱尔·陈 / 吉米·斯密茨 / 沃维克·戴维斯 / 马克·普雷斯顿 / 吉娜薇·欧瑞丽 / 詹姆斯·厄尔·琼斯,动作 / 科幻 / 冒险,美国, 英语,2017-01-06(中国大陆) / 2016-12-16(美国), 侠盗一号 / 星战外传1 / 侠盗一号：星球大战外传 / 星球大战：侠盗一号 / 罗格一号 / Star Wars Anthology: Rogue One / Star Wars: Rogue One / Rogue One,https://www.imdb.com/title/tt3748528,134分钟,2016,7.3,151542,43099,876,　　共和体制崩塌，银河帝国的阴影笼罩着宇宙文明每一个角落。为了加强对反抗势力的镇压，塔金主义直接催生了一种足以摧毁星球的超级武器——死星的诞生，而物理科学家盖伦·厄索（麦斯·米科尔森MadsMikkelsen饰）正是死星的主要设计者。厄索的女儿琴（菲丽希缇·琼斯FelicityJones饰）在童年时代与父母经历了生离死别，之后她被反抗组织领袖索•格雷拉（福里斯特·惠特克ForestWhitaker饰）所抚养长大。成年后琴罪行累累，成为帝国的阶下囚，最终却被反抗组织救出。从格雷拉那里她得知死星的存在，并见证了一个城市的灰飞烟灭。然而义军同盟决然不信死星的存在，万般无奈琴和飞行员卡西安·安多（迭戈·鲁纳DiegoLuna饰）等人孤身前往收藏着死星设计图的星球，攸关全宇宙命运的战争拉开了序幕……　　故事根据1977年《星球大战：新希望》片...(展开全部),https://movie.douban.com/subject/25894431/
Rogue One: A Star Wars Story,25900947,游侠索罗：星球大战外传 Solo: A Star Wars Story,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2521436880.webp,朗·霍华德,乔恩·卡斯丹 / 劳伦斯·卡斯丹 / 乔治·卢卡斯,阿尔登·埃伦瑞奇 / 艾米莉亚·克拉克 / 伍迪·哈里森 / 唐纳德·格洛弗 / 保罗·贝坦尼 / 乔纳斯·索塔莫 / 菲比·沃勒-布里奇 / 沃维克·戴维斯 / 坦迪·牛顿 / 克林特·霍华德 / 伊安·肯尼 / 理查德·迪克森,动作 / 科幻 / 冒险,美国, 英语,2018-05-25(美国/中国大陆) / 2018-05-10(洛杉矶首映), 韩索罗：星球大战外传(港) / 星球大战外传：游侠索罗 / 星球大战外传：索罗 / 星球大战韩·索罗外传 / 游侠索罗 / 韩索罗外传 / 星战外传2,https://www.imdb.com/title/tt3778644,135分钟,2018,6.9,50998,13154,278,　　在《游侠索罗》中，影迷们将跟随“千年隼号”及银河系中最受爱戴的“恶棍”韩·索罗，迎来全新的银河系探险旅程。经过在黑暗危险的罪犯地下社会中的重重冒险，韩·索罗遇见了他未来强大的副驾驶丘巴卡、以及臭名昭著的赌徒兰多·卡瑞辛，共同展开了一场星战传奇中最不“正统”的英雄历程。,https://movie.douban.com/subject/25900947/
Rogue One: A Star Wars Story,34940608,故事：制作《星球大战外传：侠盗一号》 The Stories: The Making of 'Rogue One: A Star Wars Story',https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png,GlenMilner,凯瑟琳·肯尼迪 / 约翰·诺尔 / Kiri Hart / 江道格 / John Swartz / 加里斯·爱德华斯 / 艾莉森·希尔默 / 菲丽希缇·琼斯 / 迭戈·卢纳 / 艾伦·图代克 / 甄子丹 / 姜文,凯瑟琳·肯尼迪 / 约翰·诺尔 / Kiri Hart / 江道格 / John Swartz / 加里斯·爱德华斯 / 艾莉森·希尔默 / 菲丽希缇·琼斯 / 迭戈·卢纳 / 艾伦·图代克 / 甄子丹 / 姜文,纪录片,美国, 英语,2017-04-04(美国),,https://www.imdb.com/title/tt6821234,69分钟,2017,,,1,0,"　　Divided10segments:ARogueIdea:ArecountofJohnKnoll'sideaandpitchforthefilm,lookingattheearlydaysofproduction,hiringGarethEdwardstodirect,Edwards'lovefortheseries,andbuildingacollectionofcharacters.Jyn:TheRebel:Acloserlookatthefilm'smainprotagonist:personality,characterhistoryandwhatseparatesherfromotherprotagonistsfrom...(展开全部)",https://movie.douban.com/subject/34940608/
Rogue One: A Star Wars Story,1293838,星球大战 Star Wars,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p732941361.webp,乔治·卢卡斯,乔治·卢卡斯,哈里森·福特 / 马克·哈米尔 / 凯丽·费雪 / 彼得·库欣 / 亚历克·吉尼斯 / 彼德·梅犹 / 大卫·鲍罗斯 / 詹姆斯·厄尔·琼斯,动作 / 科幻 / 冒险,美国, 英语,1977-05-25(美国), 星球大战第四集：新希望 / 星际大战四部曲：曙光乍现 / 星际大战 / Star Wars: Episode IV - A New Hope,https://www.imdb.com/title/tt0076759,121分钟,1977,8.4,101448,15040,141,　　遥远星系发生叛乱，银河共和国被推翻，奥尔德兰星的莉亚公主（卡里•费什尔CarrieFisher饰）领导抵抗组织对抗银河帝国，却不幸被银河帝国的维德勋爵（大卫•普劳斯DavidProwse饰）所俘。机器人R2-D2携银河帝国新武器“死星”的结构图与同伴翻译机器人C-3PO逃至塔图因星，途中被加瓦人抓住卖给青年卢克•天行者（马克•哈米尔MarkHamill饰）的叔父。在卢克的帮助下，众人阴错阳差找到了隐居的绝地武士欧比-旺•肯诺比（亚历克•吉尼斯AlecGuinness饰）。欧比-旺交给卢克绝地之道，并带卢克与两机器人到港口城市茅斯伊斯垒，雇佣走私者韩•索罗（哈里森•福特饰）的千年隼飞船前往奥尔德兰……　　本片获第50界奥斯卡最佳艺术指导，最佳服装设计，最佳视觉效果，最佳剪辑，最佳原创音乐，最佳声效六项大奖及特殊贡献奖（本•伯特B...(展开全部),https://movie.douban.com/subject/1293838/
Rogue One: A Star Wars Story,3429411,梦之帝国：星球大战三部曲的故事 Empire of Dreams: The Story of the 'Star Wars' Trilogy,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2510214607.webp,EdithBecker,Robert Clotworthy / Kenny Baker / Walter Cronkite / Warwick Davis / John Dykstra / Richard Edlund / Harrison Ford / Alec Guinness,Robert Clotworthy / Kenny Baker / Walter Cronkite / Warwick Davis / John Dykstra / Richard Edlund / Harrison Ford / Alec Guinness,纪录片,美国, 英语,2004-09-21,,https://www.imdb.com/title/tt0416716,151分钟,2004,9.1,199,28,0,　　这部记录片描记了原始星球大战三部曲的从头制作。我们从中可以了解乔治·卢卡斯的星球大战之梦已经后续拍摄的星球大战（1977）、星球大战5之帝国反击战（1980）以及星球大战6:绝地大反攻（1983），视觉特效、财政问题、拍摄、编辑、音效、以及上吨的电影胶片，幕后制作人员，演员都将展现给大家。,https://movie.douban.com/subject/3429411/
Rogue One: A Star Wars Story,33450113,The Rogue One: A Star Wars Toy Story,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png,,,,,美国, 英语,2016-12-15(美国),,https://www.imdb.com/title/tt6343680,,2016,,,0,0,,https://movie.douban.com/subject/33450113/
Rogue One: A Star Wars Story,26294425,One Rogue Reporter,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png,TomJenkinson,Rich Peppiatt,史蒂夫·库根 / 休·格兰特 / John Bishop / 克里斯·布莱恩特 / Paul Dacre / Nick Davies / A.C. Grayling / Roy Greenslade / Charlotte Harris / Owen Jones / Kelvin Mackenzie / Max Mosley / Rich Peppiatt / John Prescott / Joan Smith,喜剧 / 纪录片,英国, 英语,2014-06-08(英国), 小報急先鋒,https://www.imdb.com/title/tt3737280,61分钟,2014,,,1,0,"　　Everyonehasfantasisedaboutemailingtheirboss&unleashingwhattheyreallythinkofthem.Fewactuallyeverreachforthekeyboard.Fewerstillenduppressing'send'.Noonehasmadeafilmaboutit-untilnow.OneRogueReporteristhestoryofRichPeppiatt,atabloidhackwhosnapsoverhisredtoppaper'sfixationwithsensationalismoversubstanceandtitillationov...(展开全部)",https://movie.douban.com/subject/26294425/
Finding Dory,11524967,海底总动员2：多莉去哪儿 Finding Dory,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2356015154.webp,安德鲁·斯坦顿,安德鲁·斯坦顿 / 维多利亚·斯特劳斯 / 鲍勃·彼德森,艾伦·德杰尼勒斯 / 艾伯特·布鲁克斯 / 艾德·奥尼尔 / 凯特琳·奥尔森 / 海登·罗兰斯 / 泰·布利尔 / 黛安·基顿 / 尤金·列维 / 斯隆·穆雷 / 伊德里斯·艾尔巴 / 多米尼克·韦斯特 / 鲍勃·彼德森 / 凯特·麦克金农 / 比尔·哈德尔 / 西格妮·韦弗,喜剧 / 动画 / 冒险,美国, 英语,2016-06-17(中国大陆/美国), 海底总动员2：寻找多莉 / 寻找多莉 / 海底奇兵2(港),https://www.imdb.com/title/tt2277860,97分钟,2016,7.5,91143,21074,274,　　患有短期健忘症的多莉（艾伦·德杰尼勒斯EllenDeGeneres配音）曾经也拥有美好的家庭，然而一连串的意外让她与和蔼可亲的父母失散。此去经年，多莉邂逅了小丑鱼父子马林（艾伯特·布鲁克斯AlbertBrooks配音）和尼莫（海登·罗兰斯HaydenRolence配音），与他们经历了前所未有的大冒险。平静的日子里，童年时期的片段记忆突然闯入多莉的脑海，于是她再度踏上寻找父母的旅程。这一次，她来到了海洋生物博物馆，遇到了不打算回到大海的章鱼汉克（艾德·奥尼尔EdO'Neill配音）以及童年时的朋友鲸鲨运儿（凯特琳·奥尔森KaitlinOlson配音）。循着记忆中的蛛丝马迹，她离父母越来越近。然而在这一过程中，她又和马林父子失散了。　　对友情、亲情的执着，让这群小家伙无论千难万险也要坚持到底……,https://movie.douban.com/subject/11524967/
Finding Dory,26923083,海底总动员2：海洋生物访谈 Finding Dory: Marine Life Interviews,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2400992654.webp,RossStevenson,Bob Waterfield / 安德鲁·斯坦顿 / 维多利亚·斯特劳斯,泰·布利尔 / 艾伦·德杰尼勒斯 / 伊德里斯·艾尔巴,喜剧 / 动画 / 短片,美国, 英语,2016-11-15, 寻找多莉：海洋生物访谈,https://www.imdb.com/title/tt6233934,2分钟,2016,,,9,0,　　InterviewswiththeanimalsattheMarineLifeInstituteabouttheirexperienceswithDory.,https://movie.douban.com/subject/26923083/
Zootopia,25662329,疯狂动物城 Zootopia,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2315672647.webp,拜伦·霍华德,拜伦·霍华德 / 瑞奇·摩尔 / 杰拉德·布什 / 吉姆·里尔顿 / 乔西·特立尼达 / 菲尔·约翰斯顿 / 珍妮弗·李,金妮弗·古德温 / 杰森·贝特曼 / 伊德里斯·艾尔巴 / 珍妮·斯蕾特 / 内特·托伦斯 / 邦尼·亨特 / 唐·雷克 / 汤米·钟 / J·K·西蒙斯 / 奥克塔维亚·斯宾瑟 / 艾伦·图代克 / 夏奇拉 / 雷蒙德·S·佩尔西 / 德拉·萨巴 / 莫里斯·拉马奇 / 菲尔·约翰斯顿 / 约翰·迪·马吉欧 / 凯蒂·洛斯 / 吉塔·雷迪 / 杰西·科尔蒂 / 汤米·利斯特 / 乔希·达拉斯 / 瑞奇·摩尔 / 凯斯·索西 / 彼得·曼斯布里奇 / 拜伦·霍华德 / 杰拉德·布什 / 马克·史密斯 / 乔西·特立尼达 / 约翰·拉维尔 / 克里斯汀·贝尔 / 吉尔·科德斯 / 梅利莎·古德温,喜剧 / 动画 / 冒险,美国, 英语 / 挪威语,2016-03-04(中国大陆/美国), 优兽大都会(港) / 动物方城市(台) / 动物乌托邦 / 动物大都会 / Zootropolis,https://www.imdb.com/title/tt2948356,109分钟(中国大陆),2016,9.2,1291590,244757,3632,　　故事发生在一个所有哺乳类动物和谐共存的美好世界中，兔子朱迪（金妮弗·古德温GinniferGoodwin配音）从小就梦想着能够成为一名惩恶扬善的刑警，凭借着智慧和努力，朱迪成功的从警校中毕业进入了疯狂动物城警察局，殊不知这里是大型肉食类动物的领地，作为第一只，也是唯一的小型食草类动物，朱迪会遇到怎样的故事呢？　　近日里，城中接连发生动物失踪案件，就在全部警员都致力于调查案件真相之时，朱迪却被局长（伊德瑞斯·艾尔巴IdrisElba配音）发配成为了一名无足轻重的交警。某日，正在执勤的兔子遇见了名为尼克（杰森·贝特曼JasonBateman配音）的狐狸，两人不打不相识，之后又误打误撞的接受了寻找失踪的水獭先生的任务，如果不能在两天之内找到水獭先生，朱迪就必须自愿离开警局。朱迪找到了尼克，两人联手揭露了一个隐藏在疯狂动物城之中的惊天秘密。,https://movie.douban.com/subject/25662329/
Zootopia,26817136,疯狂动物城2 Zootopia 2,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2566292103.webp,拜伦·霍华德,,,喜剧 / 动画 / 冒险,美国, 英语,, 动物乌托邦2,,,2020,,,,3,　　为“芬尼克”配音的演员汤米·利斯特透露，[迪士尼]正在计划拍摄《#疯狂动物城#》续集。,https://movie.douban.com/subject/26817136/
Zootopia,26772467,构建《疯狂动物城》 Imagining Zootopia,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2334155695.webp,NatalieOsma,约翰·拉塞特 / 瑞奇·摩尔 / Byron Howard,约翰·拉塞特 / 瑞奇·摩尔 / Byron Howard,纪录片,美国, 英语,2016-04-03(美国), 《疯狂动物城》纪录片 / 构建《动物乌托邦》,https://www.imdb.com/title/tt5635974,46分钟,2016,8.7,514,155,2,　　本纪录片是由美国媒体Fusion制作，跟拍了《疯狂动物城》团队超过两年时间，制作了这部45分钟的纪录片，为我们呈现《疯狂动物城》的制作全貌，讲述了制作团队从灵感、布景设定、角色设定到剧本润色等方方面面。,https://movie.douban.com/subject/26772467/
The Jungle Book,25777636,奇幻森林 The Jungle Book,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2326337223.webp,乔恩·费儒,贾斯丁·马科斯 / 拉迪亚德·吉普林,尼尔·塞西 / 比尔·默瑞 / 本·金斯利 / 伊德里斯·艾尔巴 / 露皮塔·尼永奥 / 斯嘉丽·约翰逊 / 吉安卡罗·埃斯波西托 / 克里斯托弗·沃肯 / 恩杰伊·安东尼 / 盖瑞·山德林 / 莎拉·阿林顿 / 瑞提什·拉詹,剧情 / 奇幻 / 冒险,美国, 英语,2016-04-15(美国/中国大陆), 魔幻森林(港) / 与森林共舞(台) / 丛林之书 / 森林王子,https://www.imdb.com/title/tt3040964,106分钟,2016,7.8,217227,57559,951,　　茂密的原始森林中，生活着人类小孩毛克利（尼尔·塞西NeelSethi饰）。因某种原因他很小就成为了孤儿，黑豹巴希拉（本·金斯利BenKingsley配音）最先找到了他，并将毛克利托付给狼族的首领阿克拉。从此以后，毛克利以狼的身份在森林里成长起来，和他的兄弟姐妹们学习捕猎和求生技巧。然而并非所有动物都接受毛克利的存在，特别是曾被人类伤害的老虎谢利·可汗（伊德里斯·艾尔巴IdrisElba配音），更将男孩视为眼中钉肉中刺。谢利·可汗向狼族发出威胁，众狼们不得不为族群的命运做出考量。毛克利不希望“家人”为难，他选择离开狼群，而唯一陪伴他的巴希拉则希望带着男孩回归人类世界。　　即便如此，谢利·可汗也绝不肯善罢甘休，他对男孩展开了无休止的追杀……,https://movie.douban.com/subject/25777636/
The Jungle Book,1293426,森林王子 The Jungle Book,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1833188027.webp,沃夫冈·雷瑟曼,拉里·克莱蒙斯 / 拉尔夫·赖特 / 肯·安德森 / 万斯·格里 / 比尔·皮特 / 拉迪亚德·吉普林,菲尔·哈里斯 / 塞巴斯蒂安·卡伯特 / 布鲁斯·赖特曼 / 乔治·桑德斯 / 斯特灵·哈洛威 / 路易斯·普瑞玛,动画 / 歌舞 / 家庭 / 冒险,美国, 英语,1967-10-18, 小泰山 / 丛林之书,https://www.imdb.com/title/tt0061852,78 分钟,1967,7.8,3884,510,4,　　从小被印第安丛林里的狼群抚养长大的莫格利（布鲁斯·雷德曼BruceReitherman配音），一直快乐的生活在丛林里。在森林中，他结识了忠厚老实的黑豹巴布拉（塞巴斯蒂安·卡伯特SebastianCabot配音）和乐天开朗的黑熊巴洛（菲尔·哈里斯PhilHarris配音）以及其他动物朋友。然而邪恶的老虎希瑞·坎（乔治·桑德斯GeorgeSanders配音）重返森林，打破了幸福祥和的生活。为了确保莫格利的安全，动物朋友们决定把莫格利送回到人类村落才能躲避开希瑞的追杀。但莫格利却想继续留在丛林里生活，与他的动物朋友们在一起。　　迪斯尼公司创始人沃尔特·迪斯尼生前监督制作的最后一部动画片《森林王子》，根据RudyardKiplings所写的小说《墨格利》改编而成。充满着童趣的故事情节和精彩的配乐对白都为本片增色不少。本片荣获1968年第40届...(展开全部),https://movie.douban.com/subject/1293426/
