英文名,movie_id,电影名称,贴图,导演,编剧,主演,类型,制片国家/地区,语言,上映日期,又名,IMDb链接,片长,年份,评分,评价人数,短评数,影评数,简介,链接
Spider-Man: Far from Home,1305986,远离天堂 Far from Heaven,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1501322241.webp,托德·海因斯,托德·海因斯,朱丽安·摩尔 / 丹尼斯·奎德 / 丹尼斯·海斯伯特 / 派翠西娅·克拉克森 / 维奥拉·戴维斯,剧情 / 爱情 / 同性,美国, 英语,2002-11-22, 天上人间,https://www.imdb.com/title/tt0297884,107 分钟,2002,7.6,6588,2000,29,　　1957年的秋天，凯茜（朱丽安•摩尔饰）与丈夫弗兰克（丹尼斯•奎德饰）生活在美国康涅狄格州的一个小镇上，他们的生活舒适平静，有两个不到十岁的孩子。他们一家吸引了很多人的羡慕。　　令凯茜意想不到的是，她发现了自己的丈夫竟然与一名男人发生了关系，她感觉自己的世界将要沦陷了。她与教养甚好的黑人园丁雷蒙德（丹尼斯•海斯伯特饰）交谈，雷蒙德的安慰让凯茜感觉到了鼓舞。但很快因为种族问题，众人开始用异样的眼光对待凯茜。　　凯西与丈夫害怕流言蜚语，因此他们一直勉强维持着双方的关系，但各自心中都各有爱人……,https://movie.douban.com/subject/1305986/
Spider-Man: Far from Home,1301622,离乡恨 Far from Home,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2415729309.webp,MeiertAvis,Theodore Gershuny / 汤米·李·华莱士,Matt Frewer / Drew Barrymore / Richard Masur,惊悚,美国, 英语,1989-06-30, 离家出走,https://www.imdb.com/title/tt0097332,86 分钟,1989,,,9,0,"　　A14-year-oldgirlonacross-countryvacationwithherjounalistfatherrunoutofgasinasmallNevadatownandmuststayinarun-downtrailerparkwheresheattractstheattentionoftwolocaladolescentteenageboys,oneofwhomisakillerlurkingamongthetrailerparkresidents",https://movie.douban.com/subject/1301622/
Spider-Man: Far from Home,1902009,家乡的消息 News from Home,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2381363105.webp,香特尔·阿克曼,香特尔·阿克曼,香特尔·阿克曼,纪录片,法国, 法语,1977-06-08,,https://www.imdb.com/title/tt0076452,85 分钟,1977,8.1,497,212,2,　　纽约的城市图景，并行的是现实中艾克曼倾读母亲来信的段片。信是居住在比利时的母亲写来的。艾克曼这部早期的实验电影，是对他乡旅人的距离的最好的描述。,https://movie.douban.com/subject/1902009/
Spider-Man: Far from Home,34889300,他乡囚徒,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2574221435.webp,张思庆,,,悬疑 / 犯罪,中国大陆,,, Prisoners Far Away From Home,,,2020,,,,0,　　一桩普通的强奸案，却疑窦丛生，撕扯出20年前的陈年旧案。因缘际会，实习记者刘小青与快递员小良展开了危险调查。,https://movie.douban.com/subject/34889300/
Spider-Man: Far from Home,1295736,远离尘嚣 Far from the Madding Crowd,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2358452697.webp,约翰·施莱辛格,托马斯·哈代 / 弗雷德里克·拉菲尔,朱莉·克里斯蒂 / 特伦斯·斯坦普 / 彼得·芬奇 / 阿兰·贝茨 / 菲奥娜·沃克 / 普鲁内拉·兰塞姆 / 艾莉森·莱格特 / 朱利安·萨默斯 / 弗雷迪·琼斯 / 布赖恩·罗林森,剧情 / 爱情,英国, 英语,1967-10-16, 疯狂佳人 / 远离疯狂的人群 / 远离狂乱的人群,https://www.imdb.com/title/tt0061648,168 分钟,1967,7.2,135,54,2,　　美丽、高傲的芭思希芭来到威瑟伯里继承她叔叔的农场。忠诚能干的奧克对她一见钟情，但遭到了拒绝。家境殷实的农场主波德伍德因为一次误会不断地向芭思希芭求爱。而芭思希芭却与英俊的中上特洛伊结了婚。然而，浪漫的爱情到结婚后便告终结。几番风波之后，波德伍德开枪打死了特洛伊，自己则向警方自首。失去了丈夫的芭思希芭同时又面临着失去农场的可能。这时奥克来到她的身边，给故事一个皆大欢喜的结局。,https://movie.douban.com/subject/1295736/
Spider-Man: Far from Home,1303771,越南家书 Dear America: Letters Home from Vietnam,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2225806434.webp,比尔·肯特里,比尔·肯特里 / Richard Dewhurst,汤姆·贝伦杰 / 艾伦·伯斯汀 / J. Kenneth Campbell / 理查德·切夫斯 / Josh Cruze / 威廉·达福 / 罗伯特·德尼罗 / 布莱恩·丹内利 / 凯文·狄龙 / 马特·狄龙 / 小罗伯特·唐尼 / 迈克尔·J·福克斯 / 马克·哈蒙 / 约翰·赫德 / Fred Hirz,纪录片 / 历史 / 战争,美国, 英语,1987-10(美国), 亲爱的美利坚：越南来信 / 亲爱的美国：来自越南的家书,https://www.imdb.com/title/tt0092851,87分钟,1987,8.0,54,15,2,　　本片的原型是一部与之同名的书，片中引用了大量的参战士兵写的、来往与美越之间的信函的原稿，令人不禁百感交集。在念诵信件的同时，一些新闻片、家庭录影和静态照片，以当时的音乐以及特殊的时代背景作为烘托，一一展现在人们眼前。这部接近两个小时的电影中，很多段落的朗诵都是由着名的演员担纲。参与该片制作是合作制作人比尔·克图里，他曾经凭借《越南安魂曲》和《越战老兵合唱团》获得艾美奖。,https://movie.douban.com/subject/1303771/
Spider-Man: Far from Home,1777668,远离尘嚣 Far From The Madding Crowd,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2228841984.webp,尼古拉斯·雷顿,托马斯·哈代 / Philomena McDonagh,帕洛玛·巴尔扎 / 尼吉尔·特瑞 / 内森奈尔·帕克 / 乔纳森·佛斯,剧情,英国, 英语,1998-07-06(英国), 疯狂佳人(台),https://www.imdb.com/title/tt0157616,216分钟,1998,7.8,270,72,3,　　(BBC)　　仅仅两年前她还是一个顽皮的女孩，现在这个样子……　　根据英国著名小说家托马斯·哈代（1840-1928）成名作《远离尘嚣》改编。　　故事发生在维多利亚时代一个远离尘嚣、风景如画的偏僻乡村。　　一个“曾对自己的嘴唇从未被世上的男人接触过而感到自豪”的美丽女孩的到来，引起了农庄的男人们的燥动不安。三个男人不期而至，一个轻佻，一个敦厚，一个疯狂。三个男人以各自不同的方式爱着她或让她觉得被爱。　　与所有复杂多角的恋爱一样，我们的女主角总得作出选择--或者这一个，或者那一个，或者另一个。　　问题倒不在于她将选择哪一个，问题在于：　　一、无论她选择哪一个，都将是错的。　　二、如果她不选，也是错的。,https://movie.douban.com/subject/1777668/
Spider-Man: Far from Home,30192269,背离亲缘 Far From The Tree,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2522685939.webp,RachelDretzin,Andrew Solomon,Andrew Solomon,纪录片,美国, 英语,2018-05-12(新西兰), 那些与众不同的孩子,https://www.imdb.com/title/tt6848736,93分钟,2017,,,8,0,　　根据获奖著作《背离亲缘》改编，讲了那些与众不同的孩子，他们的父母，以及他们寻找身分认同的故事。艾美奖获奖人RachelDretzin跟踪采访了几个“特殊”家庭，他们的孩子或患有唐氏综合征，或侏儒症，或自闭症。通过这些孩子以及他们的父母，展现了当今社会稀缺的包容和爱。,https://movie.douban.com/subject/30192269/
Spider-Man: Far from Home,1307756,异域 異域,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1216670455.webp,朱延平,叶云樵 / 张光斗 / 林呈炘,庹宗华 / 刘德华 / 柯俊雄 / 斯琴高娃 / 王静莹 / 颜凤娇 / 谷峰 / 林伟生 / 郎雄 / 顾宝明 / 杜福平 / 朱家麟,剧情 / 历史 / 战争,中国台湾, 汉语普通话,1990-08-28(中国台湾) / 1990-11-29(中国香港), A Home Too Far,https://www.imdb.com/title/tt0100987,123分钟,1990,8.3,4559,1351,43,　　民国三十八年，国民政府全面撤退，李弥将军所率领的第八军仍在云南边境作困兽之斗。在草木皆兵的逃亡中，他们遇上另一支由李国辉团长领导的部队，两边人马合力逃出国境，建立据点，展开长达五年的异域生涯。但就在他们日渐壮大的同时却被迫撤军，使他们辛苦奋斗的五年时间成了毫无意义的牺牲...　　《异域》是由一部禁书改编，曾经被电检处禁演。朱延平说服了黑道大哥，答应为他拍一部卖座片《大头兵》，用来交换拍摄《异域》的权利。没想到最后《异域》比《大头兵》更加卖座。朱延平认为，《异域》最重要的是使得台湾地区的电检制度前进了一大步。因为这部电影，群众举行了游行，电检处做出了让步，从修剪21刀到16刀，再到最后的一刀没剪。这部戏内地没有引进过，但是朱延平相信它的主题曲很多人都知道——罗大佑的《亚细亚的孤儿》。,https://movie.douban.com/subject/1307756/
Spider-Man: Far from Home,2065366,U2 Go Home: Live from Slane Castle,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2398287126.webp,U2,,U2,纪录片 / 音乐,爱尔兰, 英语,,,https://www.imdb.com/title/tt0339832,,2002,9.4,86,19,0,,https://movie.douban.com/subject/2065366/
Spider-Man: Far from Home,1483000,我的美丽乡愁,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2375020612.webp,俞钟,刘毅 / 娅子,徐静蕾 / 陈晓东 / 刘璇 / 艾丽娅 / 罗家英 / 崔林,剧情,中国大陆, 汉语普通话 / 粤语 / 蒙古语 / 湖南话,2002-12-27(中国大陆), Far From Home,https://www.imdb.com/title/tt0453313,95分钟,2002,5.8,1803,189,2,　　细妹（刘璇饰）只身来到广州，想要在这座大城市里找到属于自己的光明未来，然而，人生地不熟的她得到了只是拒绝。最终，细妹在一家餐馆里找到了工作，结识了胖妞、强仔（崔林饰）等一干好友，随着时间的推移，生活总算有了着落。胖妞喜欢强仔，但强仔暗恋的却是细妹，细妹陷入了一段三角恋情之中。　　导演杰克（陈晓东饰）和设计师雪儿（徐静蕾饰）即将一起合作，完成一支童装广告，雪儿有在钱币上画画许愿的习惯，如果钱币最终能够回到自己的手上，那么愿望就能成真。杰克和雪儿来到孤儿院寻找广告主演，雪儿相中了性格叛逆又孤僻的兵兵，之后，杰克才知道，原来兵兵竟是雪儿的私生子。一次偶然中，细妹拿到了有着雪儿画画的钱币，这一幕碰巧被杰克看见，一张纸币将三人的命运联系到了一起。,https://movie.douban.com/subject/1483000/
Spider-Man: Far from Home,24718802,远离人迹 Loin des hommes,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2312688228.webp,达维德·厄洛芬,达维德·厄洛芬 / 阿尔贝·加缪 / 安托万·拉孔布莱,维果·莫腾森 / 勒达·卡代布 / Djemel Barek / Vincent Martin / 尼古拉斯·吉劳德 / Jean-Jérôme Esposito / Hatim Sadiki / Yann Goven / Antoine Régent / 索妮娅·阿莫利 / 安托万·劳伦特 / 安赫拉·莫利纳 / Yassir Jahraf / Salma Aït Idder / Abdellah Echabbi,剧情 / 战争 / 西部,法国, 法语 / 阿拉伯语,2014-08-31(威尼斯电影节) / 2015-01-14(法国), Far from Men,https://www.imdb.com/title/tt2936180,101分钟,2014,7.7,4665,1426,38,　　影片灵感来源于阿尔贝·加缪的短篇小说《来客》，故事讲述阿尔及利亚战争期间，一位学校老师被下令押送一名异见分子前往警局，却因途中的种种而与其结盟。,https://movie.douban.com/subject/24718802/
