英文名,movie_id,电影名称,贴图,导演,编剧,主演,类型,制片国家/地区,语言,上映日期,又名,IMDb链接,片长,年份,评分,评价人数,短评数,影评数,简介,链接
King of Thieves,3143727,贼巢 Den of Thieves,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2509782231.webp,克里斯蒂安·古德加斯特,克里斯蒂安·古德加斯特 / 保罗·舒尔灵,杰拉德·巴特勒 / 巴勃罗·施瑞博尔 / 小奥谢拉·杰克逊 / 50分 / 梅多·威廉姆斯 / 莫里斯·孔特 / 布莱恩·范·霍尔特 / 伊万·琼斯 / 莫·麦克雷 / 凯维·莱曼-默塞尤 / 道恩·奥利弗瑞 / 艾瑞克·布里登 / 约旦·布里奇斯 / 刘易斯·谭 / 库珀·安德鲁斯,动作 / 惊悚 / 犯罪,美国, 英语,2018-01-19(美国), 极盗战(台) / 贼斗(港),https://www.imdb.com/title/tt1259528,140分钟,2018,7.4,18896,4457,62,　　从未被劫的银行，三千万无记认钞票，引爆连环盗计。一群以梅雷亚（巴勃罗·施瑞博尔饰）为首的高智罪犯，手法高超、火力强横、而且沉迷打劫；纵使犯案累累，却甚少破绽，令警方束手无策。一次押款车劫案后，他们的党羽唐尼（奥谢拉·杰克逊饰）被辣手神探尼克（杰拉德·巴特勒饰）识破，更从他身上知道匪帮下一个目标，是攻破从未遇劫的洛杉矶联邦储备银行，从中盗取三千万即将销毁的旧钞！于是尼克布下天罗地网，想趁机把他们一网成擒。然而，魔高一丈；梅雷亚以声东击西之法，引开警方注意。尼克错失擒获他们的良机，唯有尾随追击，双方展开连场枪战。虽然最终截获贼匪，但赃款竟全数不翼而飞！局中有局，究竟谁是取得巨款的幕后赢家？,https://movie.douban.com/subject/3143727/
King of Thieves,35084882,盗贼规则 Code of Thieves,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2605660095.webp,BrandonCornett,Sareta Cheathem / Ronnie Kirk,Tory Monay / King Wesley / Will Coleman / Cameron Cottrell / Nigel morris / Marcia Adams / Tristin Fazekas / Dan Schmidt / Daris Bass / Velda Hunter / London Scott / Kareem Alexander / Danielle Scott / Will Cole,动作,美国, 英语,2020-05-29(美国),,https://www.imdb.com/title/tt10466348,90分钟,2020,,,0,0,"　　AtaleregardingdisgracedformerCopsPrincipalDanielHartwellofFlint,MI,hisunfaithfulpartner,PoppyHartwell,andalsohistwogrown-uplittlegirls,DestinyandChasityduringtheresultsofFlintwaterdilemma.Makingthemistakeofrobbingapowerfuldrugdealer.Agroupoffriendsareforcedtorobabanktomakeamends.",https://movie.douban.com/subject/35084882/
King of Thieves,1291552,指环王3：王者无敌 The Lord of the Rings: The Return of the King,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910825503.webp,彼得·杰克逊,弗兰·威尔士 / 菲利帕·鲍恩斯 / 彼得·杰克逊 / J·R·R·托尔金,伊利亚·伍德 / 西恩·奥斯汀 / 维果·莫腾森 / 奥兰多·布鲁姆 / 伊恩·麦克莱恩 / 肖恩·宾 / 多米尼克·莫纳汉 / 丽芙·泰勒 / 约翰·贝西 / 凯特·布兰切特 / 比利·博伊德 / 萨德文·布罗菲 / 阿利斯泰尔·布朗宁 / 马尔顿·索克斯 / 伯纳德·希尔 / 伊安·霍姆 / 布鲁斯·霍普金斯 / Ian Hughes / 劳伦斯·马克奥雷 / Noel Appleby / 布雷特·麦肯齐 / Alexandra Astin / Sarah McLeod / Maisy McLeod-Riera / 约翰·诺贝尔 / Paul Norell / 米兰达·奥图 / 布鲁斯·菲利普斯 / 沙恩·朗吉 / 约翰·瑞斯-戴维斯 / Todd Rippon / 安迪·瑟金斯 / Harry Sinclair / 乔尔·托贝克 / 卡尔·厄本 / 史蒂芬·乌瑞 / 雨果·维文 / 大卫·文翰 / 阿兰·霍华德 / 萨拉·贝克 / Robert Pollock / 佩特·史密斯 / 杰德·布罗菲 / 菲利普·格里夫 / 布拉德·道里夫 / 克里斯托弗·李 / 布鲁斯·斯宾斯 / Gino Acevedo / Jarl Benzon / Jørn Benzon / Robert Catto / Michael Elsworth / 彼得·杰克逊 / Sandro Kopp / 安德鲁·莱斯尼 / 约瑟夫·米卡-亨特 / 亨利·莫腾森 / 克雷格·帕克 / 克里斯蒂安·瑞沃斯 / 迈克尔·斯曼内科  / 霍华德·肖 / 约翰·斯蒂芬森 / 理查德·泰勒,剧情 / 动作 / 奇幻 / 冒险,美国, 英语 / 昆雅语 / 古英语 / 辛达林语,2004-03-12(中国大陆) / 2003-12-17(美国), 魔戒三部曲：王者再临(台/港) / 指环王III：王者无敌 / 魔戒3：王者归来 / 指环王3：国王归来 / 指环王3：皇上回宫(豆友译名),https://www.imdb.com/title/tt0167260,201分钟,2003,9.2,542674,60846,692,　　魔幻战争逐渐进入高潮阶段。霍比特人弗拉多（伊利亚·伍德ElijahWood饰）携带着魔戒，与伙伴山姆（SeanAstin饰）以及狡猾阴暗的咕噜等前往末日山，一路上艰难险阻不断，魔君索伦为阻止魔戒被销毁用尽全力阻挠。另一方面，白袍巫师甘道夫（伊安·麦克莱恩IanMcKellen饰）率中土勇士们镇守刚铎首都——白城米那斯提里斯。魔兽大军压境，黑暗与光明的决战即将来临……　　本片是“指环王三部曲”的终结篇，根据英国作家J.R.R.托尔金（J.R.R.Tolkien）同名魔幻巨著《指环王》（TheLordoftheRings）改编，并荣获2004年第76届奥斯卡最佳影片、最佳导演、最佳改编剧本、最佳剪辑、最佳艺术指导、最佳服装设计、最佳化妆、最佳视觉效果、最佳音效、最佳配乐和最佳歌曲等11项大奖。,https://movie.douban.com/subject/1291552/
King of Thieves,1294111,侠盗王子罗宾汉 Robin Hood: Prince of Thieves,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1629602607.webp,凯文·雷诺兹,Pen Densham / John Watson,凯文·科斯特纳 / 摩根·弗里曼 / 玛丽·伊丽莎白·马斯特兰托尼奥 / 克里斯蒂安·史莱特 / 艾伦·瑞克曼 / 杰拉尔丁·麦克伊万 / 迈克尔·麦克沙恩 / 布耐恩·布莱塞得 / 迈克尔·维克特 / 肖恩·康纳利 / Nick Brimble / Soo Drouet / Daniel Newman / Daniel Peacock / 沃尔特·斯帕罗 / Harold Innocent,剧情 / 动作 / 冒险,美国, 英语,1991-06-14, 大盗罗宾汉 / 奇云高士拿之侠盗罗宾汉,https://www.imdb.com/title/tt0102798,143 分钟,1991,7.2,4674,754,16,　　故事发生在十字军东征时期，罗宾（凯文·科斯特纳KevinCostner饰）身陷囹圄，带着两个狱友，罗宾杀死了警卫，成功越狱。途中，一个狱友不幸死去，临终时，他将遗物交给罗宾，托付他务必将此带给他的妹妹玛利亚（玛丽·伊丽莎白·马斯特兰托尼奥MaryElizabethMastrantonio饰），而另一位狱友亚森（摩根·弗里曼MorganFreeman饰）则成为了罗宾最坚定忠诚的战友。　　一次偶然中，落难的罗宾在森林中遭遇了一伙由穷人所组成的强盗，罗宾凭借着自己的勇气和智慧感化了他们，并且彻底放弃了自己原有的身份，和穷人们一起奋战，对抗残暴的统治者，而受到打击的统治者们当然不会对此坐视不管，一场恶战即将拉开序幕。,https://movie.douban.com/subject/1294111/
King of Thieves,25890017,哥斯拉2：怪兽之王 Godzilla: King of the Monsters,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2554370800.webp,迈克尔·道赫蒂,迈克尔·道赫蒂 / 扎克·希尔兹 / 麦克思·鲍伦斯坦,凯尔·钱德勒 / 维拉·法米加 / 米莉·波比·布朗 / 章子怡 / 渡边谦 / 布莱德利·惠特福德 / 托马斯·米德蒂奇 / 艾莎·辛德斯 / 莎莉·霍金斯 / 查尔斯·丹斯 / 大卫·斯特雷泽恩 / 小奥谢拉·杰克逊 / 希·庞德 / 安东尼·拉莫斯 / 杰森·莱尔斯 / 乔纳森·霍华德 / 莱尔·布罗卡托 / 兰德尔·P·海文斯 / T·C·马特恩 / 吉米·冈萨雷斯 / 萨莎·里翁达 / 文斯·福斯特 / 贾斯蒂斯·利克 / 菲奥娜·哈丁汉姆 / 露西·卡罗尔 / 约书亚·利瑞 / 艾伦·马克森 / 肯尼斯·以色列 / 阿尔·维森特 / 塞西尔·M·亨利 / 迈克尔·大卫·育尔 / 本杰明·韦弗 / 卡梅伦·布鲁姆布罗 / 帕蒂·舍尔哈斯 / 理查德·多顿 / 詹姆斯·斯特林 / 麦克斯威尔·海史密斯 / 贾斯汀·斯劳特 / 肖恩·索斯 / 马科·查卡 / 蒂莫西·卡尔,动作 / 科幻 / 冒险 / 灾难,美国, 英语,2019-05-31(中国大陆/美国) / 2019-05-25(大规模点映), 哥斯拉：怪兽之王 / 哥斯拉II: 王者巨兽(港) / 哥吉拉II怪兽之王(台) / 哥斯拉2 / 哥斯拉2018 / Godzilla 2,https://www.imdb.com/title/tt3741700,132分钟,2019,6.3,203715,65956,922,　　随着《哥斯拉》和《金刚：骷髅岛》在全球范围内取得成功，传奇影业和华纳兄弟影业联手开启了怪兽宇宙系列电影的新篇章—一部史诗级动作冒险巨制。在这部电影中，哥斯拉将和众多大家在流行文化中所熟知的怪兽展开较量。全新故事中，研究神秘动物学的机构“帝王组织”将勇敢直面巨型怪兽，其中强大的哥斯拉也将和魔斯拉、拉顿和它的死对头——三头王者基多拉展开激烈对抗。当这些只存在于传说里的超级生物再度崛起时，它们将展开王者争霸，人类的命运岌岌可危……,https://movie.douban.com/subject/25890017/
King of Thieves,25864124,亚瑟王：斗兽争霸 King Arthur: Legend of the Sword,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2453433569.webp,盖·里奇,卓比·哈罗德 / 盖·里奇 / 莱昂内尔·威格拉姆 / 大卫·道金,查理·汉纳姆 / 裘德·洛 / 阿斯特丽德·伯格斯-弗瑞斯贝 / 米卡埃尔·佩斯布兰特 / 杰曼·翰苏 / 安娜贝拉·沃丽丝 / 艾瑞克·巴纳 / 艾丹·吉伦 / 尼尔·马斯克尔 / 赫敏·科菲尔德 / 凯蒂·麦克格雷斯 / 杰奎·安斯蕾 / 弗莱迪·福克斯 / 波比·迪瓦伊 / 朱利安·西格尔 / 大卫·贝克汉姆 / 杰夫·贝尔 / 米莉·布拉迪 / 乔治娜·坎贝尔 / 丹尼尔·斯蒂森 / 伊琳·珀威尔 / 迈克尔·麦克埃尔哈顿 / 阿德里安·布薛特 / 彼得·费迪南多 / 汤姆·吴 / 金斯利·本-阿迪尔 / 盖·里奇,动作 / 奇幻 / 冒险,美国, 英语,2017-05-12(中国大陆/美国), 亚瑟王：圣剑传奇 / 亚瑟：王者之剑(台) / 神剑亚瑟王(港) / 亚瑟王：圆桌骑士 / 亚瑟王：剑之传奇 / 亚瑟王：石中剑传说 / 新亚瑟王 / 圆桌骑士 / King Arthur,https://www.imdb.com/title/tt1972591,126分钟,2017,7.0,56588,18047,403,　　影片剧本来自宙比·哈罗德，该剧本基本忠实于托马斯·马洛礼15世纪的文学作品《亚瑟王之死》，剧情颠覆传统，一路探索亚瑟从市井到王座的征途。亚瑟的父亲在他小时候就惨遭杀害，亚瑟的叔叔伏提庚（裘德·洛JudeLaw饰）篡取王位，剥夺了亚瑟（查理·汉纳姆CharlieHunnam饰）的天赐之权。他浑然不知自己的身世，在城市的穷街陋巷里摸爬滚打着长大，但当他拔出石中剑，他的人生就彻底地天翻地覆了，亚瑟不得不接受自己真正的使命。,https://movie.douban.com/subject/25864124/
King of Thieves,30147789,贼巢2 Den of Thieves 2,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png,克里斯蒂安·古德加斯特,克里斯蒂安·古德加斯特,杰拉德·巴特勒,动作 / 惊悚 / 犯罪,美国, 英语,, 极盗战2(台) / 贼斗2(港),https://www.imdb.com/title/tt8008948,,2020,,,,0,　　STX犯罪惊悚片[贼巢]将拍续集，首部主演杰拉德·巴特勒、导演兼编剧克里斯蒂安·古德加斯特回归，小奥谢拉·杰克逊有望回归出演。[贼巢]于上月北美上映(截至目前全球票房5700万美元），故事围绕一组洛杉矶精英警察与加州最老辣的银行抢匪之间的故事展开。首部幕后班底将继续操刀续集制作。,https://movie.douban.com/subject/30147789/
King of Thieves,1292772,喜剧之王 The King of Comedy,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1498074468.webp,马丁·斯科塞斯,保罗·D·齐默尔曼,罗伯特·德尼罗 / 杰瑞·刘易斯 / 戴安娜·阿伯特 / 桑德拉·伯恩哈德 / 艾德·赫利希 / Louis Y. Brown / Loretta Tupper / Peter Potulski / Vinnie Gonzales / Whitey Ryan / Doc Lawless / Marta Heflin / Katherine Wallach / Charles Kaleina / Richard Baratz / 凯瑟琳·斯科塞斯 / Cathy Scorsese / 查克·洛 / 丽莎·明奈利 / Michael Kolba / Sel Vitella / 莎莉·哈克 / 米克·琼斯 / 乔·斯特拉莫 / 保罗·西蒙侬 / 艾伦·弗雷 / Don Letts / 乔茜·布拉勒斯 / 维托·埔柱 / Kim Chan / Audrey Dummett / June Prud'Homme / 弗烈德里克·德·克多瓦 / Edgar J. Scherick / Scotty Bloch / 托尼·德文 / 马丁·斯科塞斯 / 托尼·兰德尔 / 查尔斯·斯科西斯 / 麦迪克·马丁 / Jeff David / 玛丽·伊丽莎白·马斯特兰托尼奥 / William G. Schilling / 迈克特里蒙特,剧情 / 喜剧 / 犯罪,美国, 英语,1982-12-18(冰岛) / 1983-02-18(美国部分上映),,https://www.imdb.com/title/tt0085794,109 分钟,1982,8.4,10098,2961,37,　　痴迷脱口秀笑话表演的鲁帕（RobertDeNiro饰）梦想自己也能站在舞台上享受观众的欢呼，借疯狂粉丝玛莎（SandraBernhard饰）创造的机会，鲁帕得以和脱口秀明星杰瑞交谈，鲁帕踌躇满志的自我介绍，虽然杰瑞敷衍了事，但鲁帕仍视自己为杰瑞的好友。为了能在心爱的丽塔面前出人头地，鲁帕不惜一些代价要获得与杰瑞同台表演的机会，另一方面杰瑞被鲁帕的纠缠搞到忍无可忍，将鲁帕与并不知情的丽塔赶出家门。杰瑞的行为激怒了鲁帕，他与玛莎合作绑架杰瑞，威胁电视台播放自己的表演，鲁帕终于如愿以偿，掀起一场轩然大波……　　本片获1984年英国电影学院奖最佳剧本奖，1984年伦敦影评人协会奖年度电影奖，1984年全美影评人协会奖最佳女配角奖。,https://movie.douban.com/subject/1292772/
King of Thieves,1309043,金刚 King Kong,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p858079649.webp,彼得·杰克逊,弗兰·威尔士 / 菲利帕·鲍恩斯 / 彼得·杰克逊 / 梅里安·C·库珀 / 埃德加·华莱士,娜奥米·沃茨 / 杰克·布莱克 / 艾德里安·布洛迪 / 托马斯·克莱舒曼 / 科林·汉克斯 / 安迪·瑟金斯 / 伊万·帕克 / 杰米·贝尔 / 洛博·陈 / 约翰·萨莫尔 / 克里格·霍尔 / 凯尔·钱德勒 / 威廉·约翰逊 / 马克·哈德洛 / 杰拉丁·博若飞 / 大卫·皮图,动作 / 奇幻 / 冒险,新西兰, 英语,2006-01-12(中国大陆) / 2005-12-05(纽约首映) / 2005-12-14(美国), King Kong: The Eighth Wonder of the World,https://www.imdb.com/title/tt0360717,187分钟,2005,7.9,248605,26888,754,　　导演率领拍摄组来到神秘的骷髅岛开始了一部电影的拍摄，女主角是漂亮娇小的安(娜奥米•沃茨NaomiWatts饰)，她在纽约的演艺事业陷入了低谷，这是她时来运转的大好机会。他们乘坐轮船来到岛上，却不知在岛上即将要险象横生。　　正当导演要开始开机拍摄时，他们遭到了当地土著的袭击，几个随行人员遇难身亡。摄制组慌忙逃离，幸好起航离去，却发现不见了女主角安。　　原来安土著野人抓走，被当作祭品。安尖声惊叫，引来了传说中骷髅岛的猩猩——金刚的关注。金刚在岛上很有霸气，连恐龙都要忌它几分。然而，野兽爱上了美人，金刚搭救安脱离困境，不料却让自己陷入了一场悲剧。,https://movie.douban.com/subject/1309043/
King of Thieves,1900848,末代独裁 The Last King of Scotland,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2193883863.webp,凯文·麦克唐纳,皮特·摩根 / 杰瑞米·布鲁克,福里斯特·惠特克 / 詹姆斯·麦卡沃伊 / 凯丽·华盛顿 / 吉莲·安德森 / 西蒙·迈克伯尼,剧情 / 传记 / 历史,英国, 英语 / 法语 / 德语 / 斯瓦希里语,2006-09-01(特柳赖德电影节) / 2007-01-12(英国), 最后的苏格兰王 / 苏格兰最后的国王,https://www.imdb.com/title/tt0455590,123分钟,2006,7.9,25439,4684,127,　　二十世纪七十年代，年轻的苏格兰医生尼古拉斯•哥瑞肯（JamesMcAvoy詹姆斯•麦艾维饰）踌躇满志，怀着为穷苦人民救死扶伤的伟大理想来到了贫困的乌干达。在此他结识了医学会的白人同事，美丽的莎拉（GillianAnderson吉莉•安德森饰），深深为之所吸引。　　某次集会上，尼古拉斯得以见到乌干达总统安迪•阿明（ForestWhitaker福里斯特•惠特克饰），阿明的言论使尼古拉斯甚为着迷，甚至狂热崇拜。集会之后，他救助了因事故受伤的阿明，并因其苏格兰人身份受到赏识。之后更以总统御用医生的身份走近这位残暴君主……　　影片改编自GilesFoden的同名小说，男主角福里斯特•惠特克凭借此片获得第79届奥斯卡奖最佳男主角奖。,https://movie.douban.com/subject/1900848/
King of Thieves,1299830,山丘之王 King of the Hill,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2174134502.webp,史蒂文·索德伯格,史蒂文·索德伯格,杰西·布拉德福特 / 杰罗恩·克拉比 / 丽莎·艾科恩 / 凯伦·阿兰 / 斯波尔丁·格雷 / 伊丽莎白·麦戈文 / 卡梅伦·博伊德 / 艾德里安·布洛迪 / 乔·克里斯特 / 约翰·麦康奈尔 / 埃博·本森 / 克里斯汀格里菲斯 / Chris Samples / Peggy Freisen / 凯瑟琳·海格尔,剧情 / 历史,美国, 英语,1993-08-20,,https://www.imdb.com/title/tt0107322,103 分钟,1993,8.1,4881,1527,9,　　以处女作《性、谎言、录影带》一举成名的新进导演史蒂文．索达伯格，在接下来的作品中出人意料地选择了一个十分冷门的题材，从小孩子的角度来反映三十年美国经济崩溃时期的贫民生活是如何刻苦艰辛熬过来的。剧本根据美国作家A．E．贺契纳的童年回忆改编，主人翁是小学生，其父是推销员，其母生病住院休养，弱弟弟被逼送到亲戚家寄养。他一个人住在小旅馆中，依靠朋友的帮忙和自已的随机应变来应付三餐不继的生活。全片并无完整故事，但导演透过一些生动的细节描写和演员的生动演出重塑出一个特殊的时代，童星杰西．布拉德福德长得十分英俊可爱，表现也出奇的精彩。,https://movie.douban.com/subject/1299830/
King of Thieves,30451652,史泰登岛国王 The King of Staten Island,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2600026575.webp,贾德·阿帕图,贾德·阿帕图 / 皮特·戴维森 / Dave Sirus,皮特·戴维森 / 玛丽莎·托梅 / 帕梅拉·阿德龙 / 机关枪凯利 / 史蒂夫·布西密 / 蓓尔·波利 / 茉德·阿帕图 / 比尔·伯尔 / 莫伊塞斯·阿里亚斯 / 凯文·考利甘 / 吉米·塔特罗 / 多米尼克·隆巴多兹 / 宝琳·查拉梅 / Hank Strong / Adriana DeMeo / Nana Mensah / 卢·威尔逊 / Lynne Koplitz / 吉米·帕伦博 / 加里·古尔曼 / 安东尼·李·梅迪纳 / 亚历山大·詹姆森 / 德里克·盖恩斯 / Paul Virzi / 瑞娜·郑 / 拉斐尔·普里埃 / 列尼斯·德洛桑托斯,剧情 / 喜剧,美国, 英语,2020-06-12(美国), 史丹顿岛之王 / Staten Island,https://www.imdb.com/title/tt9686708,,2020,,,1,1,　　剧情灵感来自戴维森的真实生活，包括他那在911事件中去世的消防员父亲。主角为二十多岁的男子Scott，他跟妈妈住一起，梦想是当纹身师，但每天除了吸麻和朋友鬼混、暗暗勾搭青梅竹马之外无所事事。而妈妈找的新男友却引发了一系列事件，迫使开始Scott正视自己的人生。,https://movie.douban.com/subject/30451652/
King of Thieves,35030541,Thieves,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png,BryanC.Winn,Bryan C. Winn,Rocco Bovo / Kyle Cameron / Victor Chen / John Vic De Guzman / Chris Dyme / Johnjay Fitih / Christopher Fuentes / Greg Hill / Eric Lee Huffman / Dakota Kennedy / P.J. King / Olivia Lemmon / Loren Livy / James MacEwan / Eric Menyuk / 斯科特·R·赖特,犯罪,美国, 英语,2018(美国),,https://www.imdb.com/title/tt7395804,,2018,,,0,0,　　AgroupofcareerthievesplantotakedownaracetrackinLosAngeles.,https://movie.douban.com/subject/35030541/
At Eternity's Gate,27050878,永恒之门 At Eternity's Gate,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2533307609.webp,朱利安·施纳贝尔,让-克洛德·卡里埃 / 朱利安·施纳贝尔 / 路易丝·库格伯格,威廉·达福 / 鲁伯特·弗兰德 / 奥斯卡·伊萨克 / 麦斯·米科尔森 / 马修·阿马立克 / 艾玛纽尔·塞尼耶 / 尼尔斯·阿贺斯图普 / 艾伦·奥伯特 / 阿蜜拉·卡萨 / 洛丽塔·夏马 / 帕特里克·薛内斯 / 弗拉基米尔·康斯金尼 / 亚力克西斯·马沙利克 / 文森特·佩雷斯 / 亚历山德拉·斯图尔特,剧情 / 传记,瑞士, 法语 / 英语,2018-09-03(威尼斯电影节) / 2018-11-16(美国), 梵高.永恒之门(港) / 梵谷：在永恒之门(台) / 在永恒的门口 / 在永生之门,https://www.imdb.com/title/tt6938828,110分钟,2018,6.6,2601,949,19,　　威廉·达福将加盟朱利安·施纳贝尔([潜水钟与蝴蝶])执导的新片[在永恒的门口](AtEternity’sGate，暂译)。达福将在片中出演文森特·梵高。电影将聚焦梵高在法国阿尔勒与瓦兹河畔奥维尔度过的时光，重点讲述艺术家的创造力和为创作做出了怎样的牺牲。该片将在法国当地取景拍摄。,https://movie.douban.com/subject/27050878/
At Eternity's Gate,1302976,门口的野蛮人 Barbarians at the Gate,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2436311777.webp,格伦·乔丹,布赖恩·布罗 / John Helyar / 拉里·吉尔巴特,詹姆斯·加纳 / 乔纳森·普雷斯 / 彼得·里格特 / 乔安娜·卡西迪 / 弗雷德·多尔顿·汤普森 / 蕾拉妮·萨尔利 / 马特·克拉克 / 杰弗里·德曼,剧情 / 传记,美国, 英语,1993-03-20, 登龙游术,https://www.imdb.com/title/tt0106356,107分钟,1993,7.8,1839,491,15,　　位于美国北卡罗莱纳州温斯顿沙兰市（WinstonSalem）的RJR纳贝斯克饼干公司股东们，虽然受到全球瞩目，金钱不断涌入，光是在２月底的邮件中，就收到总数达２０亿美圆的支票，但很少有股东对公司的高级执行总裁罗斯.强生（RossJohnson）心存感激。现在，温斯顿沙兰市也变成前所未有的百万富翁市。所有与RJR公司有关的华尔街大亨都想从中分到一点好处，于是罗斯找来财务专家亨利和彼得来为他效力。接下来上演的便是一出充满贪婪、背叛、尔虞我诈和高风险赌注的华尔街风云。　　根据布莱恩.巴勒和约翰.海勒撰写的《BarbariansattheGate:TheFallofRJRNabisco》中文译名：《门口的野蛮人：RJR纳贝斯克的陨落》改编。　　该书描写了1988年美国第二大烟草公司RJR融资收购饼干生产商Nabisco的交易。即使如今...(展开全部),https://movie.douban.com/subject/1302976/
At Eternity's Gate,25300674,冰封侠：时空行者,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2537133715.webp,叶伟民,文隽,甄子丹 / 黄圣依 / 王宝强 / 任达华 / 喻亢 / 江疏影 / 仓田保昭 / 鲍起静 / 林雪 / 庄思敏 / 胡明 / 吴俊余 / 王文绮,动作 / 奇幻,中国大陆, 汉语普通话 / 粤语,2018-11-02(中国大陆), 冰封侠：时空大战(港) / 时空行者 / 冰封：永恒之门 / 冰封2：永恒之门 / 冰封2：回到未来 / 3D冰封侠2 / The Frozen Hero II / Frozen: Eternity's Gate / Iceman 2 / Iceman: The Time Traveller,https://www.imdb.com/title/tt2993848,87分钟,2018,2.6,9845,3253,122,　　明朝大将军贺英利用时空金球终于重返明朝，与锦衣卫兄弟萨獒获悉了倭寇和朝廷奸党之间足以倾覆皇权的密谋，绵延400年的惊天危机一触即发。贺英也在红颜知己小美的帮助下开始了抗倭锄奸和保护族人的战斗。,https://movie.douban.com/subject/25300674/
At Eternity's Gate,1301726,兵临城下 Enemy at the Gates,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1591033712.webp,让-雅克·阿诺,让-雅克·阿诺 / Alain Godard,裘德·洛 / 艾德·哈里斯 / 蕾切尔·薇兹 / 约瑟夫·费因斯 / 鲍勃·霍斯金斯 / 朗·普尔曼,剧情 / 历史 / 战争,美国, 英语 / 德语 / 俄语,2001-07-21(中国大陆) / 2001-02-07(柏林电影节) / 2001-03-16(英国/美国), 决战中的较量 / 大敌当前 / 敌对边缘,https://www.imdb.com/title/tt0215750,131 分钟,2001,8.5,141746,19630,317,　　斯大林格勒战役中，瓦西里（裘德•洛JudeLaw饰）是一个威震部队的神枪手。他的好枪法百发百中，令敌人闻风丧胆。　　为了激励士气，树立榜样，瓦西里的战友——苏军文宣部军官丹尼洛夫（约瑟夫•费因斯JosephFiennes饰）在报纸上大量刊登瓦西里的英雄事迹，令瓦西里的形象更为高大。然而，坦妮娅（雷切尔•薇姿RachelWeisz饰）的出现，让瓦西里和丹尼洛夫都同时迷恋上了这个飒爽女兵。但塔妮娅喜欢的是瓦西里，这让丹尼洛夫大为妒忌。　　另一方面，德军派出了他们的狙击手康尼（艾德•哈里斯EdHarris饰），让同是神枪手的他抗衡瓦西里。在硝烟弥漫的战场上，瓦西里和康尼开始了斗智斗勇的决斗。,https://movie.douban.com/subject/1301726/
At Eternity's Gate,5050866,厮杀地狱门 Killing at Hell's Gate,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2548348583.webp,杰瑞·詹姆森,Lee Hutson,罗伯特·乌立希 / 德博拉·拉芬 / 李·珀塞尔,动作 / 惊悚,美国, 英语,1981,,https://www.imdb.com/title/tt0082613,96分钟,1981,,,0,0,,https://movie.douban.com/subject/5050866/
At Eternity's Gate,1482717,决战天门,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2356635253.webp,余积廉,余积廉,胡慧中 / 曾江 / 王艾舜 / 张小燕 / 龙方 / 何柏光 / 郑月明 / 白英杰 / 马骥,剧情 / 动作 / 奇幻,中国大陆, 汉语普通话,1993(中国大陆), Combat at Heaven Gate,https://www.imdb.com/title/tt0121452,95分钟,1993,5.7,449,114,4,　　抗日战争时期，年轻的女考古学家方志珍与父亲方教授同在大学任教，志珍怀着强烈的爱国心决心把失落民间的神医华佗的医著寻找回来。志珍和日本考古学家川多磨在一座古塔中发现两颗明珠，却被也来寻书的德国人干戈一伙抢走，不久，川多磨奉命回国前夕，突然被指令留下寻找华佗医书，并有浪人西协美知子和高城丈二相助。干戈利诱大学教授携手寻书，志珍被他的无耻行径激怒，为尽快找到医书，她们来到漆黑的秘宫，在一颗明珠上找到了线索。她们立即赶到陈教授家，在一幅于禁跪送华佗的画里找到了“开启天门之匙”的字样。干戈随后而至，字迹已被志珍抹去。火车站上，志珍与川多磨相遇。川多磨直言相告，志珍更坚定了保住国宝的决心。她蓦然想起老同学蓝天曾说过家有宝物，是两把“开启天门之匙”。她与川多磨找到蓝天，蓝天慨然相赠，不料干戈的爪牙白痴突然将钥匙抢走，争斗中，白痴摔倒在炉旁石头上，烫热的钥匙在他前额...(展开全部),https://movie.douban.com/subject/1482717/
