英文名,movie_id,电影名称,贴图,导演,编剧,主演,类型,制片国家/地区,语言,上映日期,又名,IMDb链接,片长,年份,评分,评价人数,短评数,影评数,简介,链接
Alien: Covenant,27070044,异形：契约-番外：十字路口 Alien: Covenant - Prologue: The Crossing,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2463787250.webp,雷德利·斯科特,雷德利·斯科特,迈克尔·法斯宾德 / 劳米·拉佩斯,科幻 / 短片,美国, 英语,2017-04-22(美国), 异形：契约 番外3 / 普罗米修斯号的幸存者,https://www.imdb.com/title/tt6878760,,2017,8.0,4490,648,1,　　AlienDay官方释出的片段。幸存者伊丽莎白帮助在《普罗米修斯》中头身分离的大卫完成修复，但他们并没有回到母星。这一次他们似乎找到了“工程师”真正的起源之地，于是再次踏上寻踪之旅。,https://movie.douban.com/subject/27070044/
Alien: Covenant,27028944,异形：契约-番外：最后的晚餐 Alien: Covenant - Prologue: Last Supper,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2493077094.webp,卢克·斯科特,威尔·梅尔顿 / 雷德利·斯科特,德米安·比齐尔 / 比利·克鲁德普 / 纳撒尼尔·迪安 / 卡门·艾乔戈 / 亚历山大·英格兰 / 迈克尔·法斯宾德 / 詹姆斯·弗兰科 / 泰丝·哈乌布里奇 / 考莉·埃尔南德斯 / 丹尼·麦克布莱德 / 本杰明·里格比 / 艾米·西米茨 / 朱西·斯莫利特 / 凯瑟琳·沃特斯顿,科幻 / 短片,美国, 英语,2017-02-22(美国), 异形：契约 番外1,https://www.imdb.com/title/tt6571148,5分钟,2017,7.5,2402,367,1,　　在前往移民星球的旅途中，契约号的主要船员和他们的仿生人沃尔特在休眠前，享用了他们的最后一餐。契约号船员纷纷聚集起来，有小插曲，有拌嘴，但更多的是面对未知世界的希望。　　该短片为《异形：契约》的开场序曲，全卡司集体亮相。,https://movie.douban.com/subject/27028944/
Alien: Covenant,30439234,异形：契约-番外：火卫一 Alien: Covenant - Phobos,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2557018270.webp,TobyDye,雷德利·斯科特 / 约翰·洛根 / Toby Dye,迈克尔·法斯宾德 / 凯瑟琳·沃特斯顿 / 丹尼·麦克布莱德 / 比利·克鲁德普 / 德米安·比齐尔 / 泰丝·哈乌布里奇 / 纳撒尼尔·迪安 / Björn Hlynur Haraldsson / Geeves O'Shea,科幻 / 惊悚 / 短片,美国, 英语,2017-08-15(美国),,https://www.imdb.com/title/tt7309934,9分钟,2017,7.7,245,46,0,"　　Adarklytwistedpsychologicaldrama,'Phobos'isashortfilmsetbeforetheeventsof'Alien:Covenant'.Featuringwhatwouldbecomethecrewoftheill-fatedcolonyshipCovenant,thefilmjoinstheminthefinalstagesofthehighlyunorthodoxrecruitmentprocessfortheirupcomingmission-orchestratedbytheirfutureemployer,theWeylandYutaniCorporation.",https://movie.douban.com/subject/30439234/
Alien: Covenant,27073264,异形：契约-番外：认识沃尔特 Alien: Covenant - Prologue: Meet Walter,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2464643408.webp,卢克·斯科特,迈克尔·法斯宾德,迈克尔·法斯宾德,科幻 / 短片,美国, 英语,2017-03-10(美国), 异形：契约 番外2 / 异形：契约 番外：沃尔特的诞生 / 瓦特的诞生,https://www.imdb.com/title/tt6971180,3分钟,2017,7.7,1804,340,0,"　　An""inuniverse""advertisementforthelatestsyntheticbyWeyland-Yutani.",https://movie.douban.com/subject/27073264/
Alien: Covenant,27128292,异形：契约 - 出现 Alien: Covenant - Advent,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2557019275.webp,卢克·斯科特,威尔·梅尔顿,劳米·拉佩斯 / 迈克尔·法斯宾德,科幻 / 短片,美国, 英语,2017-08-15(美国),,https://www.imdb.com/title/tt7309938,7分钟,2017,8.1,139,24,0,"　　TheofficialprologuetoAlien:Covenantintroducesthemissioncrewastheypreparetotaketheirlastdinnerbeforehibernation.OnboardtheCovenant,acolonizingshipheadedforaremoteplanettosettlein,thecrewandtheirandroid.",https://movie.douban.com/subject/27128292/
Alien: Covenant,27667099,瑞克和莫蒂：异形契约 Rick and Morty: Alien Covenant,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2510777569.webp,,,,动画 / 短片,美国, 英语,2017-05-13(美国),,https://www.imdb.com/title/tt7458930,,2017,7.8,709,128,0,,https://movie.douban.com/subject/27667099/
Paddington 2,26340419,帕丁顿熊2 Paddington 2,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2506466229.webp,保罗·金,保罗·金 / 迈克尔·邦德 / 西蒙·法纳比,本·卫肖 / 休·格兰特 / 休·博纳维尔 / 莎莉·霍金斯 / 萨缪尔·乔斯林 / 马德琳·哈里斯 / 朱丽·沃特斯 / 布莱丹·格里森 / 吉姆·布劳德本特 / 艾美达·斯丹顿 / 彼得·卡帕尔迪 / 艾琳·阿特金斯 / 汤姆·康蒂 / 本·米勒 / 诺亚·泰勒 / 理查德·艾欧阿德,喜剧 / 动画 / 家庭,英国, 英语,2017-12-08(中国大陆) / 2017-11-10(英国), 柏灵顿2(港) / 柏灵顿熊熊出任务(台),https://www.imdb.com/title/tt4468740,103分钟,2017,8.1,203343,53311,536,　　露西婶婶（伊梅尔达·斯汤顿ImeldaStaunton配音）的生日即将到来，帕丁顿（本·威士肖BenWhishaw配音）决定送婶婶一份会让她终生难忘的礼物。最终，帕丁顿选中了一本立体绘本，然而这绘本是世间仅此一份的珍贵宝物，为了存钱购买绘本，帕丁顿决定开始工作，在遭遇了一连串的失败后，帕丁顿终于找到了适合他的工作——清洁玻璃窗。　　就在帕丁顿的存款即将达标之际，绘本竟然被一名神出鬼没的小偷给偷走了，同时出现在案发现场的帕丁顿被当做嫌疑犯捉拿归案，并最终被关进了监狱。在监狱里，帕丁顿凭借着自己的爱与勇气改变了墙内死气沉沉的氛围，监狱外，布朗一家人亦从来没有放弃过替帕丁顿洗清冤屈的机会。,https://movie.douban.com/subject/26340419/
Youth,25766754,年轻气盛 Youth,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2561567154.webp,保罗·索伦蒂诺,保罗·索伦蒂诺,蕾切尔·薇兹 / 简·方达 / 迈克尔·凯恩 / 保罗·达诺 / 哈威·凯特尔 / 内芙·加切夫 / 埃德·斯托帕德 / 马达丽娜·珍娜 / 马克·科兹莱克 / 亚历克斯·麦奎因 / 艾米莉亚·琼斯 / 波佩·科比-特曲 / 汤姆·里皮斯基 / 克洛伊·皮里,剧情 / 喜剧,意大利, 英语 / 西班牙语 / 瑞士德语,2015-05-20(戛纳电影节/意大利), 回春(港) / 青春 / Il futuro / La giovinezza / In the Future / The Early Years,https://www.imdb.com/title/tt3312830,124分钟,2015,8.2,96352,25932,453,　　老友米克和弗雷德结伴前往阿尔卑斯的度假旅馆，他们以爱和幽默的视角，探讨子女们满是麻烦的生活。米克是导演，正在积极创作自己看来最重要的一部电影，而早就没有了事业追求的指挥家、作曲家弗雷德却收到女王伊丽莎白二世的邀请为菲利普的生日演奏。,https://movie.douban.com/subject/25766754/
Baby Driver,25933890,极盗车神 Baby Driver,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2496901482.webp,埃德加·赖特,埃德加·赖特,安塞尔·艾尔高特 / 凯文·史派西 / 杰米·福克斯 / 乔恩·哈姆 / 艾莎·冈萨雷斯 / 莉莉·詹姆斯 / 乔·博恩瑟 / 米迦·霍华德 / 摩根·布朗 / CJ·琼斯 / 斯凯·费雷拉 / 兰斯·帕默 / 哈德森·米克 / 薇薇安娜·查维斯 / 哈尔·怀特塞德 / 弗利 / 兰尼·琼 / 克莱·方特诺特 / R·马科斯·泰勒 / 帕特里克·R·沃克 / 保罗·威廉姆斯 / 维布尔·弗利茨杰拉德,动作 / 音乐 / 犯罪,英国, 英语 / 美国手语,2017-08-25(中国大陆) / 2017-03-11(西南偏南电影节) / 2017-06-28(英国/美国), 玩命再劫(台) / 宝贝神车手(港) / 娃娃脸司机 / 宝宝车神 / 宝贝司机 / 小司机，带带我(豆友译名) / Drive Baby Drive,https://www.imdb.com/title/tt3890160,113分钟,2017,7.0,134167,40504,596,　　由英伦鬼才导演埃德加·赖特执导编剧的《极盗车神》，讲述了关于天赋极高的犯罪团伙司机——名为“Baby”的年轻人的故事。Baby（安塞尔·艾尔高特AnselElgort饰）专门负责帮银行抢劫犯开车逃脱。Baby因童年的一场事故导致耳疾，要靠专属的音乐来掌控开车节奏。偶然的一次邂逅，他与餐厅女服务生（莉莉·詹姆斯LilyJames饰）坠入爱河，并想就此金盆洗手。头目老大道哥（凯文·史派西KevinSpacey饰）表示，只要Baby再完成最后一次任务，就可以给他自由。殊不知，巨大的危险和挑战在等待着Baby……,https://movie.douban.com/subject/25933890/
Baby Driver,27599115,极盗车神2 Baby Driver 2,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2540896313.webp,埃德加·赖特,埃德加·赖特,安塞尔·艾尔高特 / 莉莉·詹姆斯 / 乔·博恩瑟,动作 / 犯罪,美国, 英语,, 玩命再劫2(台) / 宝贝神车手2(港) / 娃娃脸司机2 / 宝宝车神2 / 宝贝司机2,https://www.imdb.com/title/tt9646562,,2021,,,,0,　　据TheGWW消息，索尼已经为《极盗车神2》亮绿灯了！埃德加·赖特已经为续集写了一段时间的剧本，他将继续出任导演。安塞尔·艾尔高特、莉莉·詹姆斯、乔·博恩瑟等回归出演。　　续集剧情仍在保密中，但将会出现一名重要的女性新角色，她将衬托莉莉·詹姆斯饰演的角色黛博拉。等今年安塞尔·艾尔高特结束HBOMax剧集《罪恶东京》的拍摄后，影片将正式开拍。,https://movie.douban.com/subject/27599115/
Valerian and the City of a Thousand Planets,11502973,星际特工：千星之城 Valérian and the City of a Thousand Planets,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2496088130.webp,吕克·贝松,吕克·贝松 / 皮埃尔·克里斯汀 / 让-克劳德·梅济耶尔,戴恩·德哈恩 / 卡拉·迪瓦伊 / 克莱夫·欧文 / 蕾哈娜 / 伊桑·霍克 / 赫比·汉考克 / 吴亦凡 / 萨姆·斯普卢尔  / 阿兰·夏巴 / 鲁特格尔·哈尔 / 泽维尔·吉亚诺利 / 约翰·古德曼 / 山姆·道格拉斯 / 萨莎·露丝,动作 / 科幻 / 冒险,法国, 英语 / 法语,2017-08-25(中国大陆) / 2017-07-20(德国) / 2017-07-26(法国), 瓦莱里安与一千颗行星的城市 / 星际特工瓦雷诺：千星之城(台) / 瓦莱里安与千星之城 / Valérian / Valerian,https://www.imdb.com/title/tt2239822,137分钟,2017,7.0,152835,47429,803,　　人类和众多外星种族共同生活在一个名为千星之城阿尔法的繁华星际大都市，数百年来，千星之城阿尔法成为各族群和平共处的美妙天堂，它繁荣昌盛。韦勒瑞恩（戴恩·德哈恩DaneDeHaan饰）和洛瑞琳（卡拉·迪瓦伊CaraDelevingne饰）被选择成为阿尔法的守护者，他们俩是警卫部的执行人员，被任命去拦截一种稀有物品的交易。这种稀有物品与一个本该在数十年前就消失的稀有族群存在神秘的关联。然后他们来到了巨大的千星之城阿尔法城，这时他们的指挥官ArunFilitt（克里夫·欧文饰）在指挥中心遭到绑架，这对搭档开始意识到手中物品的不寻常价值。二人追寻凶手，发现自己身陷一场正在发酵的星际事件中……,https://movie.douban.com/subject/11502973/
Geostorm,22266012,全球风暴 Geostorm,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2501769525.webp,迪安·德夫林,迪安·德夫林 / 保罗·盖特,杰拉德·巴特勒 / 吉姆·斯特吉斯 / 艾比·考尼什 / 亚历山德拉·玛丽亚·拉娜 / 吴彦祖 / 欧赫尼奥·德尔维斯 / 阿马尔·维克德 / 阿德普波·奥杜耶 / 安迪·加西亚 / 艾德·哈里斯 / 罗伯特·席安 / 理查德·希夫 / 梅尔·温宁汉姆 / 莎姬·贝兹 / 特丽莎·贝特曼,动作 / 科幻 / 灾难,美国, 英语 / 粤语 / 俄语 / 印地语 / 西班牙语,2017-10-27(中国大陆) / 2017-10-20(美国), 人造天劫(港) / 气象战(台) / 天降浩劫 / 地磁风暴 / 卫星风暴,https://www.imdb.com/title/tt1981128,109分钟,2017,6.0,82939,22851,410,　　《全球风暴》的故事发生在未来，环境恶化导致自然灾害愈演愈烈，因此世界各国通力合作，创造了能控制天气的强大气象卫星网络。但是卫星网络突发故障开始攻击地球，摧毁一切的气象大灾变席卷世界。而随着事态发展，浩劫背后的阴谋人祸也开始浮出水面，令主人公的救世之旅面临更严峻考验。,https://movie.douban.com/subject/22266012/
A Dog's Purpose,6873143,一条狗的使命 A Dog's Purpose,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2432493858.webp,拉斯·霍尔斯道姆,W·布鲁斯·卡梅伦 / 凯瑟琳·迈克 / 奥黛丽·威尔斯 / 玛雅·福布斯 / 沃利·亚历斯戴尔,乔什·加德 / 布丽特·罗伯森 / 丹尼斯·奎德 / 佩吉·利普顿 / K·J·阿帕 / 布莱斯·吉扎尔 / 朱丽叶·赖伦斯 / 卢克·科比  / 加布里埃尔·罗斯 / 迈克尔·博夫舍维尔 / 洛根·米勒 / 柯尔比·豪威尔-巴普蒂斯特 / 普奇·豪尔 / 约翰·奥提兹 / 妮科尔·勒普拉卡 / 彼特·科拉米斯 / 卡罗琳·凯芙 / 简·迈克格雷格 / 科维西·阿梅扬 / 卡琳·博姆拜克 / 娜奥米·弗伦内特,剧情 / 喜剧 / 家庭,美国, 英语,2017-03-03(中国大陆) / 2017-01-27(美国), 为了与你相遇(台) / 再见亦是狗朋友(港),https://www.imdb.com/title/tt1753383,101分钟,2017,7.7,304597,82512,1868,　　影片以汪星人的视角展现狗狗和人类的微妙情感，一只狗狗陪伴小主人长大成人，甚至为他追到了女朋友，后来它年迈死去又转世投胎变成其他性别和类型的汪，第二次轮回狗狗变成了警犬威风凛凛，再次转轮回，又成了陪伴一位单身女青年的小柯基犬。在经历了多次轮回之后，最终回到最初的主人身边。,https://movie.douban.com/subject/6873143/
A Dog's Purpose,27074316,一条狗的使命2 A Dog's Journey,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2555859678.webp,盖尔·曼库索,W·布鲁斯·卡梅伦 / 玛雅·福布斯 / 凯瑟琳·迈克 / 华莱士·沃洛达斯基,丹尼斯·奎德 / 凯瑟琳·普雷斯科特 / 刘宪华 / 玛格·海根柏格 / 贝蒂·吉尔平 / 乔什·加德 / 艾比·莱德·弗特森 / 杰克·曼利 / 达妮埃拉·巴博萨 / 陈琦烨 / 杰夫·罗普 / 吉姆·科比,剧情 / 喜剧 / 家庭,中国大陆, 英语,2019-05-17(美国/中国大陆), 再见亦是狗朋友2(港) / 狗狗的旅程(台) / 一条狗的旅程 / 为了与你相遇2 / A Dog's Purpose 2,https://www.imdb.com/title/tt8385474,108分钟,2019,7.0,92049,25270,395,　　小狗贝利延续使命，在主人伊森的嘱托下，通过不断的生命轮回，执着守护伊森的孙女CJ，将伊森对孙女的爱与陪伴，当做最重要的使命和意义，最终帮助CJ收获幸福，再次回到主人伊森身边。,https://movie.douban.com/subject/27074316/
A Dog's Purpose,3011091,忠犬八公的故事 Hachi: A Dog's Tale,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p524964039.webp,拉斯·霍尔斯道姆,斯蒂芬·P·林赛 / 新藤兼人,理查·基尔 / 萨拉·罗默尔 / 琼·艾伦 / 罗比·萨布莱特 / 艾瑞克·阿瓦利 / 田川洋行 / 杰森·亚历山大 / 罗伯特·卡普荣,剧情,美国, 英语 / 日语,2009-06-13(西雅图电影节) / 2010-03-12(英国), 秋田犬八千(港) / 忠犬小八(台) / 忠犬传奇,https://www.imdb.com/title/tt1028532,93分钟,2009,9.4,1026269,209609,3709,　　八公（Forest饰）是一条谜一样的犬，因为没有人知道它从哪里来。教授帕克（理查·基尔RichardGere饰）在小镇的火车站拣到一只走失的小狗，冥冥中似乎注定小狗和帕克教授有着某种缘分，帕克一抱起这只小狗就再也放不下来，最终，帕克对小狗八公的疼爱感化了起初极力反对养狗的妻子卡特（琼·艾伦JoanAllen饰）。八公在帕克的呵护下慢慢长大，帕克上班时八公会一直把他送到车站，下班时八公也会早早便爬在车站等候，八公的忠诚让小镇的人家对它更加疼爱。有一天，八公在帕克要上班时表现异常，居然玩起了以往从来不会的捡球游戏，八公的表现让帕克非常满意，可是就是在那天，帕克因病去世。帕克的妻子、女儿安迪（萨拉·罗默尔SarahRoemer饰）及女婿迈克尔（罗比·萨布莱特RobbieSublett饰）怀着无比沉痛的心情埋葬了帕克，可是不明就里的...(展开全部),https://movie.douban.com/subject/3011091/
A Dog's Purpose,27193043,一条狗的回家路 A Dog's Way Home,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2545487478.webp,查尔斯·马丁·史密斯,W·布鲁斯·卡梅伦 / 凯瑟琳·迈克,艾什莉·贾德 / 乔纳·豪尔-金 / 狗狗谢尔比 / 亚历山德拉·希普 / 韦斯·斯塔迪 / 布莱丝·达拉斯·霍华德 / 巴里·沃森 / 克里斯·鲍尔 / 塔米·吉利斯 / 派崔克·盖勒 / 爱德华·詹姆斯·奥莫斯 / 露西娅·沃尔特斯 / 莱恩·爱德华兹 / 约翰·卡西尼 / 本杰明·拉特纳 / 斯宾塞·德雷弗 / 阿丽尔·图里奥 / 詹妮弗·吉布森 / 罗南多·博伊斯 / 法拉赫·阿维瓦 / 达西·劳瑞 / 特洛伊·鲁道夫,剧情 / 冒险,美国, 英语,2019-01-18(中国大陆) / 2019-01-11(美国), 贝拉400哩的约定(港) / 为了与你相聚(台),https://www.imdb.com/title/tt7616798,96分钟,2019,7.0,31384,8378,149,　　本片为《一条狗的使命》姊妹篇，讲述了狗狗贝拉穿越四百英里回家的故事。　　男主角卢卡斯在一座废弃建筑里偶遇幼犬贝拉。尽管他的母亲禁止养狗，他还是说服母亲将贝拉带回抚养，并把贝拉带到他工作的退伍军人医院，为病人们带去欢乐和慰藉。一次意外让长大的贝拉不慎走失，阴错阳差的与主人分隔两地。与主人分离的贝拉心急如焚，翻过雪山和草原，沿着落基山脉、跨越危机四伏的科罗拉多荒野，毅然踏上了未知而艰险的，长达四百英里的冒险归家旅程，只为回到主人卢卡斯身边，回到家里。,https://movie.douban.com/subject/27193043/
A Dog's Purpose,1293038,狗的生活 A Dog's Life,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2126152234.webp,查理·卓别林,查理·卓别林,查理·卓别林 / 艾德娜·珀薇安丝 / 亨利·伯格曼 / 希德·卓别林,喜剧 / 短片,美国, 英语,1918-04-14, 狗的一生,https://www.imdb.com/title/tt0009018,33分钟(TCM print),1918,8.7,2914,490,2,"　　卓别林为“第一国家影片公司""拍摄的首部电影，片长三卷。卓别林在本片中把流浪汉的生活与狗的生活有趣地构成对比，他与它都同样要挣扎求存，并且忍受社会各阶层将他们踢来踢去。卓别林从本片开始思考到喜剧的结构问题，每一个段落均互相关连而构成一个整体。由于结构完整，使这部在内容上仍然是表现流浪流夏尔洛在贫民窑和酒店被警察追得东奔西跑的喜剧显得笑中有泪。",https://movie.douban.com/subject/1293038/
A Dog's Purpose,3347284,Ambition to Meaning: Finding Your Life's Purpose,https://img3.doubanio.com/view/subject/l/public/s4354963.jpg,迈克尔·A·古尔津,Kristen Lazarian,Molly Bryant / 迈克尔·德路易斯 / 波西亚·德·罗西 / Wayne Dyer / Don Franklin,剧情,美国, 英语,2009-01-08,,https://www.imdb.com/title/tt1333015,,2009,,,1,0,,https://movie.douban.com/subject/3347284/
A Dog's Purpose,2257740,布鲁诺 Brüno,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1337485557.webp,拉里·查尔斯,萨莎·拜伦·科恩 / Anthony Hines / Dan Mazer / Jeff Schaffer,萨莎·拜伦·科恩 / 古斯塔夫·汉马斯顿 / Clifford Bañagale / Chibundu Orukwowu / Chigozie Orukwowu / Josh Meyers / Toby Hoguin / Robert Huerta / Gilbert Rosales / 小托马斯·罗萨莱斯 / Marco Xavier / 博诺 / 克里斯·马汀 / 埃尔顿·约翰 / 斯拉施 / 哈里森·福特,喜剧 / 同性,美国, 英语 / 德语,2009-07-10, 布鲁诺：网眼T恤外国基佬让直男难堪不已的美国奇妙旅行 / 波儿出城之妖坛教祖三点“毕露”搞硬美国佬 / G型教主 / Bruno: Delicious Journeys Through America for the Purpose of Making Heterosexual Males Visibly Uncomfortable in the Presence of a Gay Foreigner in a Mesh T-Shirt / Bruno,https://www.imdb.com/title/tt0889583,81 分钟,2009,6.7,15010,4074,71,　　来自奥地利的布鲁诺（SachaBaronCohen饰）是一档德语时尚节目的主持人，生活中他着装怪异前卫，大玩疯狂的同性恋游戏；荧屏中的他更加乖张出格，或诱导嘉宾说出争议性的言论，或干脆大闹T型台秀场。最终，他成名的愿望没有实现，反而被米兰的时装界所驱逐。一夜之间，布鲁诺的事业跌到谷底，连长久以来的同性恋人也琵琶别抱，最后只有忠心耿耿的第二助理鲁特兹（GustafHammarsten饰）陪其勇闯好莱坞。在洛杉矶，布鲁诺不改其张扬出位的本性，或为嘉宾奉上令人不忍卒睹的“男体盛”、或宽衣解带挑逗议员、甚至将自己的男性器官录进NBC的试播节目中。可想而知，嘉宾及电视台官员的脸色该有多难看。　　屡战屡败，屡挫屡勇，百折不挠的布鲁诺为了扬名，在娱乐的道路上高歌猛进……,https://movie.douban.com/subject/2257740/
A Dog's Purpose,30137237,一条狗的爱 A Dog's Love,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2512482342.webp,JackHarvey,Nolan Gane,Shep the Dog / 海伦·巴杰利 / Arthur Bauer / 埃塞尔·库克 / Fannie Bourke,短片 / 奇幻,美国, 无对白,1914-10-04(美国),,https://www.imdb.com/title/tt0003855,11分钟,1914,,,0,0,"　　AlonelylittlegirlisbefriendedbyShep,aneighbor'scollie.",https://movie.douban.com/subject/30137237/
A Dog's Purpose,30394018,忠犬流浪记,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2567862389.webp,桑凯·维杜朗,桑凯·维杜朗,叮当 / 应昊茗 / 王硕 / 傅风男  / 陈宇星 / 吴道翔 / 崔刚,剧情 / 冒险,中国大陆, 汉语普通话,2020(中国大陆), A Dog's Tale,,90分钟,2020,,,,0,"　　本片根据搜救犬""叮当""真实背景原型改编，讲述了消防战士杨奇在一次地震救援中因伤提前退役，被迫与自己训养多年的搜救犬""叮当""忍痛离别。多年以后，搜救犬""叮当""却偷跑出疗养基地，沦落为流浪犬的它用尽了自己一生寻找最初训导员杨奇的感人故事。",https://movie.douban.com/subject/30394018/
A Dog's Purpose,1297278,狗脸人生 It's a Dog's Life,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2455888878.webp,HermanHoffman,约翰·迈克尔·海耶斯 / Richard Harding Davis,Jeff Richards / Jarma Lewis / Edmund Gwenn,剧情 / 喜剧,美国, 英语,1955-12-23,,https://www.imdb.com/title/tt0048217,88 分钟,1955,,,2,0,"　　Intheearly1900s,abullterrierlivingonthestreetsoftheBoweryrisesfromastreet-toughengagingindogfightstopedigreedshowdogamongtheuppercrust.Allthewhile,hehastwoambitions--tobereunitedwithhismotherandtogetevenwithhisfatherwhodesertedher.",https://movie.douban.com/subject/1297278/
Smurfs: The Lost Village,19899718,蓝精灵：寻找神秘村 Smurfs: The Lost Village,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2443742358.webp,凯利·阿斯博瑞,帕米拉·里本 / 斯泰西·哈曼 / 佩约,黛米·洛瓦托 / 雷恩·威尔森 / 乔·曼根尼罗 / 杰克·麦克布瑞尔 / 丹尼·朴迪 / 曼迪·帕廷金 / 迪·布拉雷·贝克尔 / 弗兰克·维尔克 / 米歇尔·罗德里格兹 / 艾丽·坎伯尔 / 朱莉娅·罗伯茨 / 阿芮尔·温特 / 梅根·崔娜 / 布雷特·马内尔 / 凯利·阿斯博瑞 / 杰克·约翰逊 / 加布里埃尔·伊格莱西亚斯 / 泰塔斯·伯吉斯 / 杰夫·邓纳姆 / 戈登·拉姆齐,喜剧 / 动画 / 奇幻 / 冒险,美国, 英语,2017-04-21(中国大陆) / 2017-03-25(格鲁吉亚) / 2017-04-07(美国), 蓝精灵3：失落的村庄 / 蓝色小精灵：失落的蓝蓝村(台) / 超级蓝精灵：魔法重启 / 蓝精灵3 / The Smurfs 3 / Get Smurfy,https://www.imdb.com/title/tt2398241,90分钟,2017,6.3,14493,4079,128,　　一次偶然中，蓝妹妹（黛米·洛瓦托DemiLovato配音）发现了一张遗落的地图，指引向一座神秘的村庄。为了求证村庄存在的真实性，蓝妹妹和好友聪聪（丹尼·普迪DannyPudi配音）、健健（乔·曼根尼罗JoeManganiello配音）、笨笨（杰克·麦克布瑞尔JackMcBrayer配音）一起踏上了旅途。　　一路上，初出茅庐的四人组遭遇了无数的危险，但总能凭借他们的智慧和运气化险为夷，四人的友情亦遭到了重重考验。邪恶的格格巫（雷恩·威尔森RainnWilson配音）也知晓了村庄的存在，为了第一个到达村庄，格格巫开始千方百计的阻挠起蓝妹妹一行的前途。,https://movie.douban.com/subject/19899718/
Smurfs: The Lost Village,24869841,迷失爱岛 Lost,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2574160297.webp,ThorStephans,Thor Stephans,Drew Peters / Gregg Rockwell / Jason Hawke / Kirk Kelley / Jay Ross / Dan Brando / Damian Ford / Billy Brandt,惊悚 / 同性 / 犯罪,美国, 英语,2002(美国), Lost On Sex Island / Billy Brandt Lost On Sex Island,https://www.imdb.com/title/tt0482232,87分钟,2002,,,1,0,,https://movie.douban.com/subject/24869841/
Smurfs: The Lost Village,2159331,蓝精灵 The Smurfs,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p884990120.webp,拉加·高斯内尔,J·大卫·斯提姆 / 戴维·N·韦斯 / 佩约 / 杰·舒瑞克 / 大卫·隆恩,尼尔·帕特里克·哈里斯 / 杰玛·梅斯 / 汉克·阿扎利亚 / 乔纳森·温特斯 / 凯蒂·派瑞 / 艾伦·卡明 / 乔治·洛佩兹 / 保罗·雷宾斯 / 基南·汤普森 / B·J·诺瓦克 / 杰夫·福克斯沃西 / 沃尔夫冈·帕克 / 索菲娅·维加拉 / 安东·叶利钦,喜剧 / 动画 / 奇幻,美国, 英语,2011-08-10(中国大陆) / 2011-07-29(美国), 蓝色小精灵(台),https://www.imdb.com/title/tt0472181,103分钟,2011,7.2,94874,24850,335,　　在广袤安宁的原始森林中，快乐的蓝精灵们正在准备一年一度的蓝月亮节。而就在这欢喜忙碌的关头，他们的宿敌——邪恶的巫师格格巫（汉克·阿扎瑞亚HankAzaria饰）和他的宠物阿兹猫闯入了蓝精灵的秘密领地。受到惊吓的蓝精灵四散而逃，其中可怜的笨笨（安东·尤金AntonYelchin配音）则盲打误撞跑进了据说曾经死掉99个蓝精灵的瀑布进去。最终，笨笨连同营救他的蓝爸爸、蓝妹妹、聪聪等卷入了神秘的漩涡，来到了美国纽约的中央花园。在这个完全陌生的世界，他们得到化妆品业的帕特里克（尼尔·帕特里克•哈里斯NeilPatrickHarris配音）的帮助。为了返回大森林，蓝精灵们想尽各种办法。与此同时，格格巫和阿兹猫也来到纽约……　　本片根据比利时漫画家沛优（Peyo）及其夫人共同创作的漫画改编，早年曾被美国引进制作成TV版动画。,https://movie.douban.com/subject/2159331/
