英文名,movie_id,电影名称,贴图,导演,编剧,主演,类型,制片国家/地区,语言,上映日期,又名,IMDb链接,片长,年份,评分,评价人数,短评数,影评数,简介,链接
Despicable Me 3,26404869,惊天魔盗团3 Now You See Me 3,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2339821108.webp,朱浩伟,David Gould / Gavin James / 埃里克·辛格尔 / 艾德·索罗门 / Neil Widener,本尼迪克特·康伯巴奇,惊悚 / 犯罪,美国, 英语,,,https://www.imdb.com/title/tt4712810,,2020,,,,2,　　《惊天魔盗团》将拍第3部，近日定下编剧为NeilWidener和GavinJames，这对新晋编剧组合势头不错，还将为灾难片《末日崩塌2》写剧本。《惊天魔盗团》仍由第2部导演朱浩伟执导，大部分演员会回归，四骑士再度出击用魔术伎俩取不义之财。还将推出一部中国版衍生电影，将在中国拍，主演大部分为中国人。,https://movie.douban.com/subject/26404869/
Despicable Me 3,25750820,宠物 Puppy,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2195528326.webp,亚罗·切尼,亚罗·切尼,皮埃尔·柯芬,喜剧 / 动画 / 短片,美国, 无对白,2013-12-10(美国), 卑鄙的我2番外篇：宠物 / Despicable Me 2 Mini Movie: Puppy,https://www.imdb.com/title/tt3405276,,2013,9.0,22063,2033,4,　　阳光明媚的一天，格鲁家的小黄人一边哼着小曲一边擦玻璃。这时，他看到窗外的人们牵着各自的宠物从门前经过，小动物憨态可掬，与主人形影不离。小黄人不禁心生羡慕，多么希望自己也能养一只宠物。他拿着项圈问了格鲁那条疯狂的小狗，可是对方根本不领情。他又问了外面的松鼠、鸽子甚至渺小的瓢虫，最终一无所获。正在这时，一架迷你飞碟突然出现，吓了小黄人一跳。不过他似乎很快平静下来，询问飞碟是否愿意当他的宠物。意外的是那架飞碟竟然同意了。在此之后，小黄人和他那超级拉风又萌态可掬的宠物度过了一段快乐的日子……　　本片为动画片《卑鄙的我2》番外短片。,https://movie.douban.com/subject/25750820/
Despicable Me 3,26995787,该死的歌德3 Fack ju Göhte 3,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2502989026.webp,博拉·达格特肯,博拉·达格特肯,埃利亚斯·穆巴里克 / 卡蒂娅·里曼 / 杰拉·哈斯 / 桑德拉·惠勒 / 马克斯·冯·德·格罗本 / 尤斯奇·格拉斯 / 吉泽姆·埃姆雷 / 阿拉姆·阿拉米 / 卢卡斯·赖伯 / 鲁娜·格雷纳 / 特里斯坦·格贝尔 / 拉斐尔·寇索里斯 / 贝恩德·斯特格曼 / 法里德·邦 / 迈克尔·梅尔坦斯 / 雅娜·帕拉斯克 / 茱莉亚·迭泽 / 莱娜·克棱克 / 科琳娜·哈弗奇 / 伊尔姆·赫尔曼 / 马克西米利安·梅耶-布雷泽内德 / 尼可拉斯·瑞肯 / 安东·彼佐尔德,剧情 / 喜剧,德国, 德语,2017-10-26(德国)," 不良鲜师3(台) / 要命教书匠3 / F*ck You, Goethe 3 / Suck Me Shakespeer 3",https://www.imdb.com/title/tt6471264,120分钟,2017,6.5,532,145,3,　　桑德拉·惠勒([托尼·厄德曼])将加盟新片[该死的歌德3]。该系列讲述了痞子泽基(埃利亚斯·穆巴里克饰)出狱后混入学校伪装成代课老师的故事。据悉，桑德拉将扮演一个机智的新教练，她将与埃利亚斯·穆巴里克扮演的伪代课老师和问题学生们斗智斗勇。该片将在今年春天开拍，预计于10月上映。,https://movie.douban.com/subject/26995787/
Despicable Me 3,3073638,麻雀变王妃3 The Prince and Me 3,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2332355409.webp,CatherineCyran,布赖恩·韦弗,Kam Heskin / Chris Geere / Adam Croasdell / Todd Jensen / Jonathan Firth / Joshua Rubin,喜剧 / 爱情,美国, 英语,2008-10-28,,https://www.imdb.com/title/tt1094198,,2008,5.6,1569,230,2,　　爱德华国王和佩吉王后开始了他们的蜜月。,https://movie.douban.com/subject/3073638/
Despicable Me 3,25750824,辅助轮 Training Wheels,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2195528141.webp,埃里克·法维拉,Brett Hoffman,皮埃尔·柯芬 / 米兰达·卡斯格拉夫 / 达纳·盖尔 / 艾尔西·费舍尔 / Dave Rosenbaum / Regis Schuller,喜剧 / 动画 / 短片,美国, 英语,2013-12-10(美国), 卑鄙的我2番外篇：辅助轮 / Despicable Me 2 Mini Movie: Training Wheels,https://www.imdb.com/title/tt3454066,,2013,8.5,17708,1116,1,　　阳光明媚的日子里，一辆冰淇淋车来到格鲁所在的小镇。正骑自行车玩耍的玛戈（米兰达·卡斯格拉夫MirandaCosgrove配音）、伊迪丝（达娜·盖伊DanaGaier配音）和阿格蕾丝（埃尔希·费舍ElsieFisher配音）听到冰淇淋车的音乐，大喜过望，各自蹬着脚踏车跑了过去。可是最小的阿格蕾丝还不会骑车，她狠狠地摔在地上，姐姐们则欢笑着远去。小黄人们见此情景义愤填膺，他们帮阿格蕾丝打造了一辆超级拉风的单车，并对她进行严苛的训练。装备一新的阿格蕾丝再度上路，等待她的却是意想不到的冰淇淋大冒险……　　本片为动画片《卑鄙的我2》番外短片。,https://movie.douban.com/subject/25750824/
Despicable Me 3,25750823,收发室惊魂 Panic in the Mailroom,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2239181531.webp,法布里斯·朱伯特,Brett Hoffman,皮埃尔·柯芬,喜剧 / 动画 / 短片,美国, 无对白,2013-12-10(美国), 卑鄙的我2番外篇：收发室惊魂 / Despicable Me 2 Mini Movie: Panic in the Mailroom,https://www.imdb.com/title/tt3425332,,2013,8.1,16763,1064,0,　　纸盒子堆积如山的收发室内，传送带一刻不停运转。一高一矮两个小黄人担任货物分发工作。矮个的根据货物不同类型盖上黄、蓝、绿、紫不同颜色的图章，高个的则根据图章颜色将货物放入相应颜色的管道中。不同于矮个子的兢兢业业，高个子小黄人擅长偷奸耍滑，边工作边玩游戏，根本不理会同伴的抱怨。其中一个箱子堵住通道，矮个小黄人前去疏通，谁知被喷了一身紫色神秘液体。在此之后，他的身体发生异变，转眼化身为残暴凶猛的紫色怪兽，将身边所有的物件都吞下肚。这时三只可爱的小猫被传送带送来，可怕的事即将发生……　　本片为动画片《卑鄙的我2》番外短片。,https://movie.douban.com/subject/25750823/
Jumanji: Welcome to the Jungle,26586766,勇敢者游戏：决战丛林 Jumanji: Welcome to the Jungle,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2506258944.webp,杰克·卡斯丹,克里斯·麦克纳 / 埃里克·萨默斯 / 斯科特·罗森伯格 / 杰夫·皮克纳 / 克里斯·范·奥斯伯格,道恩·强森 / 凯文·哈特 / 杰克·布莱克 / 凯伦·吉兰 / 尼克·乔纳斯 / 瑞斯·达比 / 鲍比·坎纳瓦尔 / 亚历克斯·沃尔夫 / 瑟达吕斯·布兰 / 麦迪森·伊瑟曼 / 摩根·特纳 / 梅森·古乔内 / 马克·埃文·杰克逊 / 玛琳·辛科 / 特雷西·邦纳 / 玛莉贝丝·梦露 / 米西·派勒 / 杰米·雷内尔 / 卡尔利斯·布克 / 罗翰·昌德 / 科林·汉克斯,动作 / 奇幻 / 冒险,美国, 英语,2018-01-12(中国大陆) / 2017-12-20(美国), 野蛮游戏：疯狂丛林(台) / 逃出魔幻纪：丛林挑机(港) / 新勇敢者的游戏 / 勇敢者的游戏,https://www.imdb.com/title/tt2283362,119分钟,2017,6.9,167434,42921,492,　　斯宾塞、“冰箱”弗里奇、贝瑟尼和玛莎是某高中的问题学生，这一日他们因不同的错误而被留校劳动。在一间堆满陈旧废弃物的储藏室内，斯宾塞发现一台年代久远的游戏机。四人原本想放松一下，谁知却被吸进了游戏机中。在凶险的尤曼吉热带丛林里，少男少女分别变成了勇石博士（道恩·强森DwayneJohnson饰）、毛子·芬巴（凯文·哈特KevinHart饰）、奥伯伦教授（杰克·布莱克JackBlack饰）和铁拳露比（凯伦·吉兰KarenGillan饰），他们必须遵照游戏规则，突破邪恶博士的阻挠，将宝石放回原处，恢复尤曼吉的和平，而这也是他们重返现实世界的唯一途径。　　毒蛇、猛兽以及纠缠不休的暴徒，为四个玩家带来了永生难忘的冒险体验……,https://movie.douban.com/subject/26586766/
Jumanji: Welcome to the Jungle,10486469,欢迎来到丛林 Welcome to the Jungle,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2160406083.webp,罗布·梅尔策,杰夫·考夫曼,尚格·云顿 / 亚当·布罗迪 / 罗布·许贝尔 / 克里斯汀·沙尔 / 梅根·布恩 / 埃里克·埃德尔斯坦 / 丹尼斯·海斯伯特 / 罗伯特·皮特斯 / 布赖恩·泰斯特,喜剧,英国, 英语,2013-04-27, 欢迎到丛林来,https://www.imdb.com/title/tt2193265,95分钟,2013,4.8,423,98,1,　　影片讲述了尚格·云顿饰演的体型健硕的培训讲师将为了培养公司员工的团队合作能力，而硬将众人拉到荒岛野外实战培训，面对野兽丛生的世界，一些列爆笑故事就此发生……by:yakubd.cc,https://movie.douban.com/subject/10486469/
Jumanji: Welcome to the Jungle,2299851,欢迎来到丛林 Welcome to the Jungle,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2521740249.webp,JonathanHensleigh,Jonathan Hensleigh,Sandy Gardiner / Callard Harris / Nick Richey,恐怖,美国, 英语,2007-11-08, 洛克菲勒的宝藏,https://www.imdb.com/title/tt1090360,83 分钟(DVD),2007,5.1,57,13,0,"　　两对年轻夫妇向新几内亚蛮荒之地前进,他们试图找寻迈克尔.克菲勒,他是洛克菲勒财产继承人而在1961年失踪。在路上，他们遇上了食人族。",https://movie.douban.com/subject/2299851/
Jumanji: Welcome to the Jungle,6435936,双雄 Welcome to the Punch,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2159525420.webp,伊兰·克里维,伊兰·克里维,詹姆斯·麦卡沃伊 / 马克·斯特朗 / 安德丽娅·赖斯伯勒 / 约翰尼·哈里斯 / 丹尼尔·梅斯 / 大卫·莫瑞瑟 / 彼得·穆兰 / 丹尼尔·卡卢亚 / 鲁斯·西恩 / 杰森·弗莱明 / 伊莱耶斯·加贝尔 / 罗伯特·波特尔 / 杰森·马扎 / 史蒂夫·奥拉姆 / 凯茜·墨菲,动作 / 惊悚 / 犯罪 / 冒险,英国, 英语,2013-12-06(中国大陆) / 2013-02-24(格拉斯哥电影节) / 2013-03-15(英国), 欢迎来到庞奇,https://www.imdb.com/title/tt1684233,99分钟,2013,5.9,6736,2039,62,　　夜深人静的英国伦敦，狡猾精明的犯罪分子雅克布·斯特恩伍德（马克·斯特朗MarkStrong饰）带领手下洗劫位于中心地带的银行。事成之后，他与手下驾驶摩托逃离现场，而勇猛果敢的警察麦克斯·莱温斯基（詹姆斯·麦卡沃伊JamesMcAvoy饰）只身追赶，厮打过程中他被雅可布射中腿部，追捕以失败告终。三年后，藏身冰岛过着无忧无虑生活的雅可布接到一通电话，他的儿子卢恩（伊莱耶斯·加贝尔ElyesGabel饰）被枪射中倒毙伦敦机场。　　经勘查发现，射杀卢恩的与当年伤及麦克斯的系同一把枪。爱子之死，促使雅可布冒险回到伦敦，而他与老对手麦克斯将展开久违的对决……,https://movie.douban.com/subject/6435936/
Jumanji: Welcome to the Jungle,1306713,丛林奇兵 The Rundown,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2578014151.webp,彼得·博格,R.J. Stewart,道恩·强森 / 西恩·威廉·斯科特 / 罗莎里奥·道森 / 克里斯托弗·沃肯 / 艾文·布莱纳,喜剧 / 动作 / 惊悚 / 冒险,美国, 英语 / 葡萄牙语,2004-01-14(中国大陆) / 2003-09-26(美国), 浴血丛林 / 亚马逊迷藏 / 追战时刻 / Welcome to the Jungle,https://www.imdb.com/title/tt0327850,104 分钟,2003,6.8,9508,1084,8,　　贝克（巨石TheRock饰）欠了比利一大笔高利贷，比利承诺只要贝克到亚马逊中部的黄金城把他辍学在外漂泊的儿子屈维斯（西恩•威廉•斯科特SeannWilliamScott饰）带回来即免除一切债务，贝克爽快地答应了。　　贝克在黄金城通过一名酒吧女招待玛丽安娜（罗莎里奥•道森RosarioDawson饰）很快就找到了正在寻宝的屈维斯。就在他要带走屈维斯时，当地的黑社会老大赫切带着手下也来争夺屈维斯，原来屈维斯知道了当地的宝物“加托”的下落。贝克打跑他们后，带着屈维斯赶往机场回家。途中屈维斯企图开溜导致两人都落入了当地的叛军手中，原来玛丽安娜就是叛军首领，她也在寻找“加托”。为了顺利回家，他们只能答应先帮叛军找出“加托”……,https://movie.douban.com/subject/1306713/
